time,mA,pA,mB,pB
5.273,0.49897,0.5023,0.49897,0.5023
5.274,0.49897,0.5023,0.49897,0.5023
5.275,0.49897,0.5023,0.49897,0.5023
5.276,0.49897,0.50229,0.49897,0.50229
5.277,0.49897,0.50229,0.49897,0.50229
5.278,0.49897,0.50229,0.49897,0.50229
5.279,0.49897,0.50228,0.49897,0.50228
5.28,0.49898,0.50228,0.49898,0.50228
5.281,0.49898,0.50228,0.49898,0.50228
5.282,0.49898,0.50227,0.49898,0.50227
5.283,0.49898,0.50227,0.49898,0.50227
5.284,0.49898,0.50227,0.49898,0.50227
5.285,0.49898,0.50226,0.49898,0.50226
5.286,0.49898,0.50226,0.49898,0.50226
5.287,0.49898,0.50226,0.49898,0.50226
5.288,0.49898,0.50225,0.49898,0.50225
5.289,0.49898,0.50225,0.49898,0.50225
5.29,0.49899,0.50225,0.49899,0.50225
5.291,0.49899,0.50224,0.49899,0.50224
5.292,0.49899,0.50224,0.49899,0.50224
5.293,0.49899,0.50224,0.49899,0.50224
5.294,0.49899,0.50223,0.49899,0.50223
5.295,0.49899,0.50223,0.49899,0.50223
5.296,0.49899,0.50223,0.49899,0.50223
5.297,0.49899,0.50222,0.49899,0.50222
5.298,0.49899,0.50222,0.49899,0.50222
5.299,0.49899,0.50222,0.49899,0.50222
5.3,0.499,0.50221,0.499,0.50221
5.301,0.499,0.50221,0.499,0.50221
5.302,0.499,0.50221,0.499,0.50221
5.303,0.499,0.5022,0.499,0.5022
5.304,0.499,0.5022,0.499,0.5022
5.305,0.499,0.5022,0.499,0.5022
5.306,0.499,0.50219,0.499,0.50219
5.307,0.499,0.50219,0.499,0.50219
5.308,0.499,0.50219,0.499,0.50219
5.309,0.499,0.50218,0.499,0.50218
5.31,0.49901,0.50218,0.49901,0.50218
5.311,0.49901,0.50218,0.49901,0.50218
5.312,0.49901,0.50217,0.49901,0.50217
5.313,0.49901,0.50217,0.49901,0.50217
5.314,0.49901,0.50217,0.49901,0.50217
5.315,0.49901,0.50217,0.49901,0.50217
5.316,0.49901,0.50216,0.49901,0.50216
5.317,0.49901,0.50216,0.49901,0.50216
5.318,0.49901,0.50216,0.49901,0.50216
5.319,0.49901,0.50215,0.49901,0.50215
5.32,0.49902,0.50215,0.49902,0.50215
5.321,0.49902,0.50215,0.49902,0.50215
5.322,0.49902,0.50214,0.49902,0.50214
5.323,0.49902,0.50214,0.49902,0.50214
5.324,0.49902,0.50214,0.49902,0.50214
5.325,0.49902,0.50213,0.49902,0.50213
5.326,0.49902,0.50213,0.49902,0.50213
5.327,0.49902,0.50213,0.49902,0.50213
5.328,0.49902,0.50212,0.49902,0.50212
5.329,0.49902,0.50212,0.49902,0.50212
5.33,0.49903,0.50212,0.49903,0.50212
5.331,0.49903,0.50212,0.49903,0.50212
5.332,0.49903,0.50211,0.49903,0.50211
5.333,0.49903,0.50211,0.49903,0.50211
5.334,0.49903,0.50211,0.49903,0.50211
5.335,0.49903,0.5021,0.49903,0.5021
5.336,0.49903,0.5021,0.49903,0.5021
5.337,0.49903,0.5021,0.49903,0.5021
5.338,0.49903,0.50209,0.49903,0.50209
5.339,0.49903,0.50209,0.49903,0.50209
5.34,0.49903,0.50209,0.49903,0.50209
5.341,0.49904,0.50208,0.49904,0.50208
5.342,0.49904,0.50208,0.49904,0.50208
5.343,0.49904,0.50208,0.49904,0.50208
5.344,0.49904,0.50208,0.49904,0.50208
5.345,0.49904,0.50207,0.49904,0.50207
5.346,0.49904,0.50207,0.49904,0.50207
5.347,0.49904,0.50207,0.49904,0.50207
5.348,0.49904,0.50206,0.49904,0.50206
5.349,0.49904,0.50206,0.49904,0.50206
5.35,0.49904,0.50206,0.49904,0.50206
5.351,0.49904,0.50205,0.49904,0.50205
5.352,0.49905,0.50205,0.49905,0.50205
5.353,0.49905,0.50205,0.49905,0.50205
5.354,0.49905,0.50204,0.49905,0.50204
5.355,0.49905,0.50204,0.49905,0.50204
5.356,0.49905,0.50204,0.49905,0.50204
5.357,0.49905,0.50204,0.49905,0.50204
5.358,0.49905,0.50203,0.49905,0.50203
5.359,0.49905,0.50203,0.49905,0.50203
5.36,0.49905,0.50203,0.49905,0.50203
5.361,0.49905,0.50202,0.49905,0.50202
5.362,0.49905,0.50202,0.49905,0.50202
5.363,0.49906,0.50202,0.49906,0.50202
5.364,0.49906,0.50202,0.49906,0.50202
5.365,0.49906,0.50201,0.49906,0.50201
5.366,0.49906,0.50201,0.49906,0.50201
5.367,0.49906,0.50201,0.49906,0.50201
5.368,0.49906,0.502,0.49906,0.502
5.369,0.49906,0.502,0.49906,0.502
5.37,0.49906,0.502,0.49906,0.502
5.371,0.49906,0.50199,0.49906,0.50199
5.372,0.49906,0.50199,0.49906,0.50199
5.373,0.49906,0.50199,0.49906,0.50199
5.374,0.49906,0.50199,0.49906,0.50199
5.375,0.49907,0.50198,0.49907,0.50198
5.376,0.49907,0.50198,0.49907,0.50198
5.377,0.49907,0.50198,0.49907,0.50198
5.378,0.49907,0.50197,0.49907,0.50197
5.379,0.49907,0.50197,0.49907,0.50197
5.38,0.49907,0.50197,0.49907,0.50197
5.381,0.49907,0.50197,0.49907,0.50197
5.382,0.49907,0.50196,0.49907,0.50196
5.383,0.49907,0.50196,0.49907,0.50196
5.384,0.49907,0.50196,0.49907,0.50196
5.385,0.49907,0.50195,0.49907,0.50195
5.386,0.49908,0.50195,0.49908,0.50195
5.387,0.49908,0.50195,0.49908,0.50195
5.388,0.49908,0.50194,0.49908,0.50194
5.389,0.49908,0.50194,0.49908,0.50194
5.39,0.49908,0.50194,0.49908,0.50194
5.391,0.49908,0.50194,0.49908,0.50194
5.392,0.49908,0.50193,0.49908,0.50193
5.393,0.49908,0.50193,0.49908,0.50193
5.394,0.49908,0.50193,0.49908,0.50193
5.395,0.49908,0.50192,0.49908,0.50192
5.396,0.49908,0.50192,0.49908,0.50192
5.397,0.49908,0.50192,0.49908,0.50192
5.398,0.49909,0.50192,0.49909,0.50192
5.399,0.49909,0.50191,0.49909,0.50191
5.4,0.49909,0.50191,0.49909,0.50191
5.401,0.49909,0.50191,0.49909,0.50191
5.402,0.49909,0.5019,0.49909,0.5019
5.403,0.49909,0.5019,0.49909,0.5019
5.404,0.49909,0.5019,0.49909,0.5019
5.405,0.49909,0.5019,0.49909,0.5019
5.406,0.49909,0.50189,0.49909,0.50189
5.407,0.49909,0.50189,0.49909,0.50189
5.408,0.49909,0.50189,0.49909,0.50189
5.409,0.49909,0.50189,0.49909,0.50189
5.41,0.49909,0.50188,0.49909,0.50188
5.411,0.4991,0.50188,0.4991,0.50188
5.412,0.4991,0.50188,0.4991,0.50188
5.413,0.4991,0.50187,0.4991,0.50187
5.414,0.4991,0.50187,0.4991,0.50187
5.415,0.4991,0.50187,0.4991,0.50187
5.416,0.4991,0.50187,0.4991,0.50187
5.417,0.4991,0.50186,0.4991,0.50186
5.418,0.4991,0.50186,0.4991,0.50186
5.419,0.4991,0.50186,0.4991,0.50186
5.42,0.4991,0.50185,0.4991,0.50185
5.421,0.4991,0.50185,0.4991,0.50185
5.422,0.4991,0.50185,0.4991,0.50185
5.423,0.49911,0.50185,0.49911,0.50185
5.424,0.49911,0.50184,0.49911,0.50184
5.425,0.49911,0.50184,0.49911,0.50184
5.426,0.49911,0.50184,0.49911,0.50184
5.427,0.49911,0.50184,0.49911,0.50184
5.428,0.49911,0.50183,0.49911,0.50183
5.429,0.49911,0.50183,0.49911,0.50183
5.43,0.49911,0.50183,0.49911,0.50183
5.431,0.49911,0.50182,0.49911,0.50182
5.432,0.49911,0.50182,0.49911,0.50182
5.433,0.49911,0.50182,0.49911,0.50182
5.434,0.49911,0.50182,0.49911,0.50182
5.435,0.49911,0.50181,0.49911,0.50181
5.436,0.49912,0.50181,0.49912,0.50181
5.437,0.49912,0.50181,0.49912,0.50181
5.438,0.49912,0.50181,0.49912,0.50181
5.439,0.49912,0.5018,0.49912,0.5018
5.44,0.49912,0.5018,0.49912,0.5018
5.441,0.49912,0.5018,0.49912,0.5018
5.442,0.49912,0.50179,0.49912,0.50179
5.443,0.49912,0.50179,0.49912,0.50179
5.444,0.49912,0.50179,0.49912,0.50179
5.445,0.49912,0.50179,0.49912,0.50179
5.446,0.49912,0.50178,0.49912,0.50178
5.447,0.49912,0.50178,0.49912,0.50178
5.448,0.49912,0.50178,0.49912,0.50178
5.449,0.49913,0.50178,0.49913,0.50178
5.45,0.49913,0.50177,0.49913,0.50177
5.451,0.49913,0.50177,0.49913,0.50177
5.452,0.49913,0.50177,0.49913,0.50177
5.453,0.49913,0.50177,0.49913,0.50177
5.454,0.49913,0.50176,0.49913,0.50176
5.455,0.49913,0.50176,0.49913,0.50176
5.456,0.49913,0.50176,0.49913,0.50176
5.457,0.49913,0.50175,0.49913,0.50175
5.458,0.49913,0.50175,0.49913,0.50175
5.459,0.49913,0.50175,0.49913,0.50175
5.46,0.49913,0.50175,0.49913,0.50175
5.461,0.49913,0.50174,0.49913,0.50174
5.462,0.49913,0.50174,0.49913,0.50174
5.463,0.49914,0.50174,0.49914,0.50174
5.464,0.49914,0.50174,0.49914,0.50174
5.465,0.49914,0.50173,0.49914,0.50173
5.466,0.49914,0.50173,0.49914,0.50173
5.467,0.49914,0.50173,0.49914,0.50173
5.468,0.49914,0.50173,0.49914,0.50173
5.469,0.49914,0.50172,0.49914,0.50172
5.47,0.49914,0.50172,0.49914,0.50172
5.471,0.49914,0.50172,0.49914,0.50172
5.472,0.49914,0.50172,0.49914,0.50172
5.473,0.49914,0.50171,0.49914,0.50171
5.474,0.49914,0.50171,0.49914,0.50171
5.475,0.49914,0.50171,0.49914,0.50171
5.476,0.49914,0.50171,0.49914,0.50171
5.477,0.49915,0.5017,0.49915,0.5017
5.478,0.49915,0.5017,0.49915,0.5017
5.479,0.49915,0.5017,0.49915,0.5017
5.48,0.49915,0.5017,0.49915,0.5017
5.481,0.49915,0.50169,0.49915,0.50169
5.482,0.49915,0.50169,0.49915,0.50169
5.483,0.49915,0.50169,0.49915,0.50169
5.484,0.49915,0.50169,0.49915,0.50169
5.485,0.49915,0.50168,0.49915,0.50168
5.486,0.49915,0.50168,0.49915,0.50168
5.487,0.49915,0.50168,0.49915,0.50168
5.488,0.49915,0.50167,0.49915,0.50167
5.489,0.49915,0.50167,0.49915,0.50167
5.49,0.49915,0.50167,0.49915,0.50167
5.491,0.49916,0.50167,0.49916,0.50167
5.492,0.49916,0.50166,0.49916,0.50166
5.493,0.49916,0.50166,0.49916,0.50166
5.494,0.49916,0.50166,0.49916,0.50166
5.495,0.49916,0.50166,0.49916,0.50166
5.496,0.49916,0.50165,0.49916,0.50165
5.497,0.49916,0.50165,0.49916,0.50165
5.498,0.49916,0.50165,0.49916,0.50165
5.499,0.49916,0.50165,0.49916,0.50165
5.5,0.49916,0.50164,0.49916,0.50164
5.501,0.49916,0.50164,0.49916,0.50164
5.502,0.49916,0.50164,0.49916,0.50164
5.503,0.49916,0.50164,0.49916,0.50164
5.504,0.49916,0.50163,0.49916,0.50163
5.505,0.49916,0.50163,0.49916,0.50163
5.506,0.49917,0.50163,0.49917,0.50163
5.507,0.49917,0.50163,0.49917,0.50163
5.508,0.49917,0.50163,0.49917,0.50163
5.509,0.49917,0.50162,0.49917,0.50162
5.51,0.49917,0.50162,0.49917,0.50162
5.511,0.49917,0.50162,0.49917,0.50162
5.512,0.49917,0.50162,0.49917,0.50162
5.513,0.49917,0.50161,0.49917,0.50161
5.514,0.49917,0.50161,0.49917,0.50161
5.515,0.49917,0.50161,0.49917,0.50161
5.516,0.49917,0.50161,0.49917,0.50161
5.517,0.49917,0.5016,0.49917,0.5016
5.518,0.49917,0.5016,0.49917,0.5016
5.519,0.49917,0.5016,0.49917,0.5016
5.52,0.49917,0.5016,0.49917,0.5016
5.521,0.49918,0.50159,0.49918,0.50159
5.522,0.49918,0.50159,0.49918,0.50159
5.523,0.49918,0.50159,0.49918,0.50159
5.524,0.49918,0.50159,0.49918,0.50159
5.525,0.49918,0.50158,0.49918,0.50158
5.526,0.49918,0.50158,0.49918,0.50158
5.527,0.49918,0.50158,0.49918,0.50158
5.528,0.49918,0.50158,0.49918,0.50158
5.529,0.49918,0.50157,0.49918,0.50157
5.53,0.49918,0.50157,0.49918,0.50157
5.531,0.49918,0.50157,0.49918,0.50157
5.532,0.49918,0.50157,0.49918,0.50157
5.533,0.49918,0.50156,0.49918,0.50156
5.534,0.49918,0.50156,0.49918,0.50156
5.535,0.49918,0.50156,0.49918,0.50156
5.536,0.49918,0.50156,0.49918,0.50156
5.537,0.49919,0.50156,0.49919,0.50156
5.538,0.49919,0.50155,0.49919,0.50155
5.539,0.49919,0.50155,0.49919,0.50155
5.54,0.49919,0.50155,0.49919,0.50155
5.541,0.49919,0.50155,0.49919,0.50155
5.542,0.49919,0.50154,0.49919,0.50154
5.543,0.49919,0.50154,0.49919,0.50154
5.544,0.49919,0.50154,0.49919,0.50154
5.545,0.49919,0.50154,0.49919,0.50154
5.546,0.49919,0.50153,0.49919,0.50153
5.547,0.49919,0.50153,0.49919,0.50153
5.548,0.49919,0.50153,0.49919,0.50153
5.549,0.49919,0.50153,0.49919,0.50153
5.55,0.49919,0.50152,0.49919,0.50152
5.551,0.49919,0.50152,0.49919,0.50152
5.552,0.49919,0.50152,0.49919,0.50152
5.553,0.49919,0.50152,0.49919,0.50152
5.554,0.4992,0.50152,0.4992,0.50152
5.555,0.4992,0.50151,0.4992,0.50151
5.556,0.4992,0.50151,0.4992,0.50151
5.557,0.4992,0.50151,0.4992,0.50151
5.558,0.4992,0.50151,0.4992,0.50151
5.559,0.4992,0.5015,0.4992,0.5015
5.56,0.4992,0.5015,0.4992,0.5015
5.561,0.4992,0.5015,0.4992,0.5015
5.562,0.4992,0.5015,0.4992,0.5015
5.563,0.4992,0.50149,0.4992,0.50149
5.564,0.4992,0.50149,0.4992,0.50149
5.565,0.4992,0.50149,0.4992,0.50149
5.566,0.4992,0.50149,0.4992,0.50149
5.567,0.4992,0.50149,0.4992,0.50149
5.568,0.4992,0.50148,0.4992,0.50148
5.569,0.4992,0.50148,0.4992,0.50148
5.57,0.49921,0.50148,0.49921,0.50148
5.571,0.49921,0.50148,0.49921,0.50148
5.572,0.49921,0.50147,0.49921,0.50147
5.573,0.49921,0.50147,0.49921,0.50147
5.574,0.49921,0.50147,0.49921,0.50147
5.575,0.49921,0.50147,0.49921,0.50147
5.576,0.49921,0.50147,0.49921,0.50147
5.577,0.49921,0.50146,0.49921,0.50146
5.578,0.49921,0.50146,0.49921,0.50146
5.579,0.49921,0.50146,0.49921,0.50146
5.58,0.49921,0.50146,0.49921,0.50146
5.581,0.49921,0.50145,0.49921,0.50145
5.582,0.49921,0.50145,0.49921,0.50145
5.583,0.49921,0.50145,0.49921,0.50145
5.584,0.49921,0.50145,0.49921,0.50145
5.585,0.49921,0.50144,0.49921,0.50144
5.586,0.49921,0.50144,0.49921,0.50144
5.587,0.49921,0.50144,0.49921,0.50144
5.588,0.49922,0.50144,0.49922,0.50144
5.589,0.49922,0.50144,0.49922,0.50144
5.59,0.49922,0.50143,0.49922,0.50143
5.591,0.49922,0.50143,0.49922,0.50143
5.592,0.49922,0.50143,0.49922,0.50143
5.593,0.49922,0.50143,0.49922,0.50143
5.594,0.49922,0.50142,0.49922,0.50142
5.595,0.49922,0.50142,0.49922,0.50142
5.596,0.49922,0.50142,0.49922,0.50142
5.597,0.49922,0.50142,0.49922,0.50142
5.598,0.49922,0.50142,0.49922,0.50142
5.599,0.49922,0.50141,0.49922,0.50141
5.6,0.49922,0.50141,0.49922,0.50141
5.601,0.49922,0.50141,0.49922,0.50141
5.602,0.49922,0.50141,0.49922,0.50141
5.603,0.49922,0.50141,0.49922,0.50141
5.604,0.49922,0.5014,0.49922,0.5014
5.605,0.49922,0.5014,0.49922,0.5014
5.606,0.49923,0.5014,0.49923,0.5014
5.607,0.49923,0.5014,0.49923,0.5014
5.608,0.49923,0.50139,0.49923,0.50139
5.609,0.49923,0.50139,0.49923,0.50139
5.61,0.49923,0.50139,0.49923,0.50139
5.611,0.49923,0.50139,0.49923,0.50139
5.612,0.49923,0.50139,0.49923,0.50139
5.613,0.49923,0.50138,0.49923,0.50138
5.614,0.49923,0.50138,0.49923,0.50138
5.615,0.49923,0.50138,0.49923,0.50138
5.616,0.49923,0.50138,0.49923,0.50138
5.617,0.49923,0.50138,0.49923,0.50138
5.618,0.49923,0.50137,0.49923,0.50137
5.619,0.49923,0.50137,0.49923,0.50137
5.62,0.49923,0.50137,0.49923,0.50137
5.621,0.49923,0.50137,0.49923,0.50137
5.622,0.49923,0.50136,0.49923,0.50136
5.623,0.49923,0.50136,0.49923,0.50136
5.624,0.49923,0.50136,0.49923,0.50136
5.625,0.49924,0.50136,0.49924,0.50136
5.626,0.49924,0.50136,0.49924,0.50136
5.627,0.49924,0.50135,0.49924,0.50135
5.628,0.49924,0.50135,0.49924,0.50135
5.629,0.49924,0.50135,0.49924,0.50135
5.63,0.49924,0.50135,0.49924,0.50135
5.631,0.49924,0.50135,0.49924,0.50135
5.632,0.49924,0.50134,0.49924,0.50134
5.633,0.49924,0.50134,0.49924,0.50134
5.634,0.49924,0.50134,0.49924,0.50134
5.635,0.49924,0.50134,0.49924,0.50134
5.636,0.49924,0.50134,0.49924,0.50134
5.637,0.49924,0.50133,0.49924,0.50133
5.638,0.49924,0.50133,0.49924,0.50133
5.639,0.49924,0.50133,0.49924,0.50133
5.64,0.49924,0.50133,0.49924,0.50133
5.641,0.49924,0.50132,0.49924,0.50132
5.642,0.49924,0.50132,0.49924,0.50132
5.643,0.49924,0.50132,0.49924,0.50132
5.644,0.49924,0.50132,0.49924,0.50132
5.645,0.49925,0.50132,0.49925,0.50132
5.646,0.49925,0.50131,0.49925,0.50131
5.647,0.49925,0.50131,0.49925,0.50131
5.648,0.49925,0.50131,0.49925,0.50131
5.649,0.49925,0.50131,0.49925,0.50131
5.65,0.49925,0.50131,0.49925,0.50131
5.651,0.49925,0.5013,0.49925,0.5013
5.652,0.49925,0.5013,0.49925,0.5013
5.653,0.49925,0.5013,0.49925,0.5013
5.654,0.49925,0.5013,0.49925,0.5013
5.655,0.49925,0.5013,0.49925,0.5013
5.656,0.49925,0.50129,0.49925,0.50129
5.657,0.49925,0.50129,0.49925,0.50129
5.658,0.49925,0.50129,0.49925,0.50129
5.659,0.49925,0.50129,0.49925,0.50129
5.66,0.49925,0.50129,0.49925,0.50129
5.661,0.49925,0.50128,0.49925,0.50128
5.662,0.49925,0.50128,0.49925,0.50128
5.663,0.49925,0.50128,0.49925,0.50128
5.664,0.49925,0.50128,0.49925,0.50128
5.665,0.49926,0.50128,0.49926,0.50128
5.666,0.49926,0.50127,0.49926,0.50127
5.667,0.49926,0.50127,0.49926,0.50127
5.668,0.49926,0.50127,0.49926,0.50127
5.669,0.49926,0.50127,0.49926,0.50127
5.67,0.49926,0.50127,0.49926,0.50127
5.671,0.49926,0.50126,0.49926,0.50126
5.672,0.49926,0.50126,0.49926,0.50126
5.673,0.49926,0.50126,0.49926,0.50126
5.674,0.49926,0.50126,0.49926,0.50126
5.675,0.49926,0.50126,0.49926,0.50126
5.676,0.49926,0.50125,0.49926,0.50125
5.677,0.49926,0.50125,0.49926,0.50125
5.678,0.49926,0.50125,0.49926,0.50125
5.679,0.49926,0.50125,0.49926,0.50125
5.68,0.49926,0.50125,0.49926,0.50125
5.681,0.49926,0.50124,0.49926,0.50124
5.682,0.49926,0.50124,0.49926,0.50124
5.683,0.49926,0.50124,0.49926,0.50124
5.684,0.49926,0.50124,0.49926,0.50124
5.685,0.49926,0.50124,0.49926,0.50124
5.686,0.49927,0.50123,0.49927,0.50123
5.687,0.49927,0.50123,0.49927,0.50123
5.688,0.49927,0.50123,0.49927,0.50123
5.689,0.49927,0.50123,0.49927,0.50123
5.69,0.49927,0.50123,0.49927,0.50123
5.691,0.49927,0.50122,0.49927,0.50122
5.692,0.49927,0.50122,0.49927,0.50122
5.693,0.49927,0.50122,0.49927,0.50122
5.694,0.49927,0.50122,0.49927,0.50122
5.695,0.49927,0.50122,0.49927,0.50122
5.696,0.49927,0.50121,0.49927,0.50121
5.697,0.49927,0.50121,0.49927,0.50121
5.698,0.49927,0.50121,0.49927,0.50121
5.699,0.49927,0.50121,0.49927,0.50121
5.7,0.49927,0.50121,0.49927,0.50121
5.701,0.49927,0.5012,0.49927,0.5012
5.702,0.49927,0.5012,0.49927,0.5012
5.703,0.49927,0.5012,0.49927,0.5012
5.704,0.49927,0.5012,0.49927,0.5012
5.705,0.49927,0.5012,0.49927,0.5012
5.706,0.49927,0.5012,0.49927,0.5012
5.707,0.49927,0.50119,0.49927,0.50119
5.708,0.49927,0.50119,0.49927,0.50119
5.709,0.49928,0.50119,0.49928,0.50119
5.71,0.49928,0.50119,0.49928,0.50119
5.711,0.49928,0.50119,0.49928,0.50119
5.712,0.49928,0.50118,0.49928,0.50118
5.713,0.49928,0.50118,0.49928,0.50118
5.714,0.49928,0.50118,0.49928,0.50118
5.715,0.49928,0.50118,0.49928,0.50118
5.716,0.49928,0.50118,0.49928,0.50118
5.717,0.49928,0.50117,0.49928,0.50117
5.718,0.49928,0.50117,0.49928,0.50117
5.719,0.49928,0.50117,0.49928,0.50117
5.72,0.49928,0.50117,0.49928,0.50117
5.721,0.49928,0.50117,0.49928,0.50117
5.722,0.49928,0.50117,0.49928,0.50117
5.723,0.49928,0.50116,0.49928,0.50116
5.724,0.49928,0.50116,0.49928,0.50116
5.725,0.49928,0.50116,0.49928,0.50116
5.726,0.49928,0.50116,0.49928,0.50116
5.727,0.49928,0.50116,0.49928,0.50116
5.728,0.49928,0.50115,0.49928,0.50115
5.729,0.49928,0.50115,0.49928,0.50115
5.73,0.49928,0.50115,0.49928,0.50115
5.731,0.49928,0.50115,0.49928,0.50115
5.732,0.49929,0.50115,0.49929,0.50115
5.733,0.49929,0.50114,0.49929,0.50114
5.734,0.49929,0.50114,0.49929,0.50114
5.735,0.49929,0.50114,0.49929,0.50114
5.736,0.49929,0.50114,0.49929,0.50114
5.737,0.49929,0.50114,0.49929,0.50114
5.738,0.49929,0.50114,0.49929,0.50114
5.739,0.49929,0.50113,0.49929,0.50113
5.74,0.49929,0.50113,0.49929,0.50113
5.741,0.49929,0.50113,0.49929,0.50113
5.742,0.49929,0.50113,0.49929,0.50113
5.743,0.49929,0.50113,0.49929,0.50113
5.744,0.49929,0.50112,0.49929,0.50112
5.745,0.49929,0.50112,0.49929,0.50112
5.746,0.49929,0.50112,0.49929,0.50112
5.747,0.49929,0.50112,0.49929,0.50112
5.748,0.49929,0.50112,0.49929,0.50112
5.749,0.49929,0.50112,0.49929,0.50112
5.75,0.49929,0.50111,0.49929,0.50111
5.751,0.49929,0.50111,0.49929,0.50111
5.752,0.49929,0.50111,0.49929,0.50111
5.753,0.49929,0.50111,0.49929,0.50111
5.754,0.49929,0.50111,0.49929,0.50111
5.755,0.49929,0.5011,0.49929,0.5011
5.756,0.4993,0.5011,0.4993,0.5011
5.757,0.4993,0.5011,0.4993,0.5011
5.758,0.4993,0.5011,0.4993,0.5011
5.759,0.4993,0.5011,0.4993,0.5011
5.76,0.4993,0.5011,0.4993,0.5011
5.761,0.4993,0.50109,0.4993,0.50109
5.762,0.4993,0.50109,0.4993,0.50109
5.763,0.4993,0.50109,0.4993,0.50109
5.764,0.4993,0.50109,0.4993,0.50109
5.765,0.4993,0.50109,0.4993,0.50109
5.766,0.4993,0.50108,0.4993,0.50108
5.767,0.4993,0.50108,0.4993,0.50108
5.768,0.4993,0.50108,0.4993,0.50108
5.769,0.4993,0.50108,0.4993,0.50108
5.77,0.4993,0.50108,0.4993,0.50108
5.771,0.4993,0.50108,0.4993,0.50108
5.772,0.4993,0.50107,0.4993,0.50107
5.773,0.4993,0.50107,0.4993,0.50107
5.774,0.4993,0.50107,0.4993,0.50107
5.775,0.4993,0.50107,0.4993,0.50107
5.776,0.4993,0.50107,0.4993,0.50107
5.777,0.4993,0.50107,0.4993,0.50107
5.778,0.4993,0.50106,0.4993,0.50106
5.779,0.4993,0.50106,0.4993,0.50106
5.78,0.4993,0.50106,0.4993,0.50106
5.781,0.49931,0.50106,0.49931,0.50106
5.782,0.49931,0.50106,0.49931,0.50106
5.783,0.49931,0.50105,0.49931,0.50105
5.784,0.49931,0.50105,0.49931,0.50105
5.785,0.49931,0.50105,0.49931,0.50105
5.786,0.49931,0.50105,0.49931,0.50105
5.787,0.49931,0.50105,0.49931,0.50105
5.788,0.49931,0.50105,0.49931,0.50105
5.789,0.49931,0.50104,0.49931,0.50104
5.79,0.49931,0.50104,0.49931,0.50104
5.791,0.49931,0.50104,0.49931,0.50104
5.792,0.49931,0.50104,0.49931,0.50104
5.793,0.49931,0.50104,0.49931,0.50104
5.794,0.49931,0.50104,0.49931,0.50104
5.795,0.49931,0.50103,0.49931,0.50103
5.796,0.49931,0.50103,0.49931,0.50103
5.797,0.49931,0.50103,0.49931,0.50103
5.798,0.49931,0.50103,0.49931,0.50103
5.799,0.49931,0.50103,0.49931,0.50103
5.8,0.49931,0.50103,0.49931,0.50103
5.801,0.49931,0.50102,0.49931,0.50102
5.802,0.49931,0.50102,0.49931,0.50102
5.803,0.49931,0.50102,0.49931,0.50102
5.804,0.49931,0.50102,0.49931,0.50102
5.805,0.49931,0.50102,0.49931,0.50102
5.806,0.49931,0.50102,0.49931,0.50102
5.807,0.49931,0.50101,0.49931,0.50101
5.808,0.49932,0.50101,0.49932,0.50101
5.809,0.49932,0.50101,0.49932,0.50101
5.81,0.49932,0.50101,0.49932,0.50101
5.811,0.49932,0.50101,0.49932,0.50101
5.812,0.49932,0.50101,0.49932,0.50101
5.813,0.49932,0.501,0.49932,0.501
5.814,0.49932,0.501,0.49932,0.501
5.815,0.49932,0.501,0.49932,0.501
5.816,0.49932,0.501,0.49932,0.501
5.817,0.49932,0.501,0.49932,0.501
5.818,0.49932,0.501,0.49932,0.501
5.819,0.49932,0.50099,0.49932,0.50099
5.82,0.49932,0.50099,0.49932,0.50099
5.821,0.49932,0.50099,0.49932,0.50099
5.822,0.49932,0.50099,0.49932,0.50099
5.823,0.49932,0.50099,0.49932,0.50099
5.824,0.49932,0.50099,0.49932,0.50099
5.825,0.49932,0.50098,0.49932,0.50098
5.826,0.49932,0.50098,0.49932,0.50098
5.827,0.49932,0.50098,0.49932,0.50098
5.828,0.49932,0.50098,0.49932,0.50098
5.829,0.49932,0.50098,0.49932,0.50098
5.83,0.49932,0.50098,0.49932,0.50098
5.831,0.49932,0.50097,0.49932,0.50097
5.832,0.49932,0.50097,0.49932,0.50097
5.833,0.49932,0.50097,0.49932,0.50097
5.834,0.49932,0.50097,0.49932,0.50097
5.835,0.49933,0.50097,0.49933,0.50097
5.836,0.49933,0.50097,0.49933,0.50097
5.837,0.49933,0.50096,0.49933,0.50096
5.838,0.49933,0.50096,0.49933,0.50096
5.839,0.49933,0.50096,0.49933,0.50096
5.84,0.49933,0.50096,0.49933,0.50096
5.841,0.49933,0.50096,0.49933,0.50096
5.842,0.49933,0.50096,0.49933,0.50096
5.843,0.49933,0.50095,0.49933,0.50095
5.844,0.49933,0.50095,0.49933,0.50095
5.845,0.49933,0.50095,0.49933,0.50095
5.846,0.49933,0.50095,0.49933,0.50095
5.847,0.49933,0.50095,0.49933,0.50095
5.848,0.49933,0.50095,0.49933,0.50095
5.849,0.49933,0.50094,0.49933,0.50094
5.85,0.49933,0.50094,0.49933,0.50094
5.851,0.49933,0.50094,0.49933,0.50094
5.852,0.49933,0.50094,0.49933,0.50094
5.853,0.49933,0.50094,0.49933,0.50094
5.854,0.49933,0.50094,0.49933,0.50094
5.855,0.49933,0.50093,0.49933,0.50093
5.856,0.49933,0.50093,0.49933,0.50093
