time,repressorA,repressorB
2.4572,1.347,22.618
2.4573,1.3469,22.621
2.4574,1.3468,22.624
2.4575,1.3467,22.627
2.4576,1.3465,22.63
2.4577,1.3464,22.633
2.4578,1.3463,22.636
2.4579,1.3461,22.639
2.458,1.346,22.642
2.4581,1.3459,22.646
2.4582,1.3457,22.649
2.4583,1.3456,22.652
2.4584,1.3455,22.655
2.4585,1.3453,22.658
2.4586,1.3452,22.661
2.4587,1.3451,22.664
2.4588,1.3449,22.667
2.4589,1.3448,22.67
2.459,1.3447,22.673
2.4591,1.3445,22.676
2.4592,1.3444,22.679
2.4593,1.3443,22.682
2.4594,1.3442,22.686
2.4595,1.344,22.689
2.4596,1.3439,22.692
2.4597,1.3438,22.695
2.4598,1.3436,22.698
2.4599,1.3435,22.701
2.46,1.3434,22.704
2.4601,1.3432,22.707
2.4602,1.3431,22.71
2.4603,1.343,22.713
2.4604,1.3428,22.716
2.4605,1.3427,22.719
2.4606,1.3426,22.722
2.4607,1.3424,22.726
2.4608,1.3423,22.729
2.4609,1.3422,22.732
2.461,1.342,22.735
2.4611,1.3419,22.738
2.4612,1.3418,22.741
2.4613,1.3417,22.744
2.4614,1.3415,22.747
2.4615,1.3414,22.75
2.4616,1.3413,22.753
2.4617,1.3411,22.756
2.4618,1.341,22.759
2.4619,1.3409,22.763
2.462,1.3407,22.766
2.4621,1.3406,22.769
2.4622,1.3405,22.772
2.4623,1.3403,22.775
2.4624,1.3402,22.778
2.4625,1.3401,22.781
2.4626,1.3399,22.784
2.4627,1.3398,22.787
2.4628,1.3397,22.79
2.4629,1.3396,22.793
2.463,1.3394,22.796
2.4631,1.3393,22.8
2.4632,1.3392,22.803
2.4633,1.339,22.806
2.4634,1.3389,22.809
2.4635,1.3388,22.812
2.4636,1.3386,22.815
2.4637,1.3385,22.818
2.4638,1.3384,22.821
2.4639,1.3382,22.824
2.464,1.3381,22.827
2.4641,1.338,22.83
2.4642,1.3379,22.834
2.4643,1.3377,22.837
2.4644,1.3376,22.84
2.4645,1.3375,22.843
2.4646,1.3373,22.846
2.4647,1.3372,22.849
2.4648,1.3371,22.852
2.4649,1.3369,22.855
2.465,1.3368,22.858
2.4651,1.3367,22.861
2.4652,1.3365,22.865
2.4653,1.3364,22.868
2.4654,1.3363,22.871
2.4655,1.3361,22.874
2.4656,1.336,22.877
2.4657,1.3359,22.88
2.4658,1.3358,22.883
2.4659,1.3356,22.886
2.466,1.3355,22.889
2.4661,1.3354,22.892
2.4662,1.3352,22.896
2.4663,1.3351,22.899
2.4664,1.335,22.902
2.4665,1.3348,22.905
2.4666,1.3347,22.908
2.4667,1.3346,22.911
2.4668,1.3344,22.914
2.4669,1.3343,22.917
2.467,1.3342,22.92
2.4671,1.3341,22.923
2.4672,1.3339,22.927
2.4673,1.3338,22.93
2.4674,1.3337,22.933
2.4675,1.3335,22.936
2.4676,1.3334,22.939
2.4677,1.3333,22.942
2.4678,1.3331,22.945
2.4679,1.333,22.948
2.468,1.3329,22.951
2.4681,1.3328,22.954
2.4682,1.3326,22.958
2.4683,1.3325,22.961
2.4684,1.3324,22.964
2.4685,1.3322,22.967
2.4686,1.3321,22.97
2.4687,1.332,22.973
2.4688,1.3318,22.976
2.4689,1.3317,22.979
2.469,1.3316,22.982
2.4691,1.3314,22.986
2.4692,1.3313,22.989
2.4693,1.3312,22.992
2.4694,1.3311,22.995
2.4695,1.3309,22.998
2.4696,1.3308,23.001
2.4697,1.3307,23.004
2.4698,1.3305,23.007
2.4699,1.3304,23.01
2.47,1.3303,23.014
2.4701,1.3301,23.017
2.4702,1.33,23.02
2.4703,1.3299,23.023
2.4704,1.3298,23.026
2.4705,1.3296,23.029
2.4706,1.3295,23.032
2.4707,1.3294,23.035
2.4708,1.3292,23.039
2.4709,1.3291,23.042
2.471,1.329,23.045
2.4711,1.3288,23.048
2.4712,1.3287,23.051
2.4713,1.3286,23.054
2.4714,1.3285,23.057
2.4715,1.3283,23.06
2.4716,1.3282,23.063
2.4717,1.3281,23.067
2.4718,1.3279,23.07
2.4719,1.3278,23.073
2.472,1.3277,23.076
2.4721,1.3275,23.079
2.4722,1.3274,23.082
2.4723,1.3273,23.085
2.4724,1.3272,23.088
2.4725,1.327,23.092
2.4726,1.3269,23.095
2.4727,1.3268,23.098
2.4728,1.3266,23.101
2.4729,1.3265,23.104
2.473,1.3264,23.107
2.4731,1.3262,23.11
2.4732,1.3261,23.113
2.4733,1.326,23.117
2.4734,1.3259,23.12
2.4735,1.3257,23.123
2.4736,1.3256,23.126
2.4737,1.3255,23.129
2.4738,1.3253,23.132
2.4739,1.3252,23.135
2.474,1.3251,23.138
2.4741,1.3249,23.142
2.4742,1.3248,23.145
2.4743,1.3247,23.148
2.4744,1.3246,23.151
2.4745,1.3244,23.154
2.4746,1.3243,23.157
2.4747,1.3242,23.16
2.4748,1.324,23.164
2.4749,1.3239,23.167
2.475,1.3238,23.17
2.4751,1.3236,23.173
2.4752,1.3235,23.176
2.4753,1.3234,23.179
2.4754,1.3233,23.182
2.4755,1.3231,23.185
2.4756,1.323,23.189
2.4757,1.3229,23.192
2.4758,1.3227,23.195
2.4759,1.3226,23.198
2.476,1.3225,23.201
2.4761,1.3224,23.204
2.4762,1.3222,23.207
2.4763,1.3221,23.211
2.4764,1.322,23.214
2.4765,1.3218,23.217
2.4766,1.3217,23.22
2.4767,1.3216,23.223
2.4768,1.3214,23.226
2.4769,1.3213,23.229
2.477,1.3212,23.233
2.4771,1.3211,23.236
2.4772,1.3209,23.239
2.4773,1.3208,23.242
2.4774,1.3207,23.245
2.4775,1.3205,23.248
2.4776,1.3204,23.251
2.4777,1.3203,23.255
2.4778,1.3202,23.258
2.4779,1.32,23.261
2.478,1.3199,23.264
2.4781,1.3198,23.267
2.4782,1.3196,23.27
2.4783,1.3195,23.273
2.4784,1.3194,23.277
2.4785,1.3192,23.28
2.4786,1.3191,23.283
2.4787,1.319,23.286
2.4788,1.3189,23.289
2.4789,1.3187,23.292
2.479,1.3186,23.295
2.4791,1.3185,23.299
2.4792,1.3183,23.302
2.4793,1.3182,23.305
2.4794,1.3181,23.308
2.4795,1.318,23.311
2.4796,1.3178,23.314
2.4797,1.3177,23.317
2.4798,1.3176,23.321
2.4799,1.3174,23.324
2.48,1.3173,23.327
2.4801,1.3172,23.33
2.4802,1.3171,23.333
2.4803,1.3169,23.336
2.4804,1.3168,23.34
2.4805,1.3167,23.343
2.4806,1.3165,23.346
2.4807,1.3164,23.349
2.4808,1.3163,23.352
2.4809,1.3161,23.355
2.481,1.316,23.358
2.4811,1.3159,23.362
2.4812,1.3158,23.365
2.4813,1.3156,23.368
2.4814,1.3155,23.371
2.4815,1.3154,23.374
2.4816,1.3152,23.377
2.4817,1.3151,23.381
2.4818,1.315,23.384
2.4819,1.3149,23.387
2.482,1.3147,23.39
2.4821,1.3146,23.393
2.4822,1.3145,23.396
2.4823,1.3143,23.399
2.4824,1.3142,23.403
2.4825,1.3141,23.406
2.4826,1.314,23.409
2.4827,1.3138,23.412
2.4828,1.3137,23.415
2.4829,1.3136,23.418
2.483,1.3134,23.422
2.4831,1.3133,23.425
2.4832,1.3132,23.428
2.4833,1.3131,23.431
2.4834,1.3129,23.434
2.4835,1.3128,23.437
2.4836,1.3127,23.441
2.4837,1.3125,23.444
2.4838,1.3124,23.447
2.4839,1.3123,23.45
2.484,1.3122,23.453
2.4841,1.312,23.456
2.4842,1.3119,23.46
2.4843,1.3118,23.463
2.4844,1.3116,23.466
2.4845,1.3115,23.469
2.4846,1.3114,23.472
2.4847,1.3113,23.475
2.4848,1.3111,23.479
2.4849,1.311,23.482
2.485,1.3109,23.485
2.4851,1.3107,23.488
2.4852,1.3106,23.491
2.4853,1.3105,23.494
2.4854,1.3104,23.498
2.4855,1.3102,23.501
2.4856,1.3101,23.504
2.4857,1.31,23.507
2.4858,1.3098,23.51
2.4859,1.3097,23.513
2.486,1.3096,23.517
2.4861,1.3095,23.52
2.4862,1.3093,23.523
2.4863,1.3092,23.526
2.4864,1.3091,23.529
2.4865,1.3089,23.532
2.4866,1.3088,23.536
2.4867,1.3087,23.539
2.4868,1.3086,23.542
2.4869,1.3084,23.545
2.487,1.3083,23.548
2.4871,1.3082,23.552
2.4872,1.3081,23.555
2.4873,1.3079,23.558
2.4874,1.3078,23.561
2.4875,1.3077,23.564
2.4876,1.3075,23.567
2.4877,1.3074,23.571
2.4878,1.3073,23.574
2.4879,1.3072,23.577
2.488,1.307,23.58
2.4881,1.3069,23.583
2.4882,1.3068,23.587
2.4883,1.3066,23.59
2.4884,1.3065,23.593
2.4885,1.3064,23.596
2.4886,1.3063,23.599
2.4887,1.3061,23.602
2.4888,1.306,23.606
2.4889,1.3059,23.609
2.489,1.3057,23.612
2.4891,1.3056,23.615
2.4892,1.3055,23.618
2.4893,1.3054,23.622
2.4894,1.3052,23.625
2.4895,1.3051,23.628
2.4896,1.305,23.631
2.4897,1.3048,23.634
2.4898,1.3047,23.637
2.4899,1.3046,23.641
2.49,1.3045,23.644
2.4901,1.3043,23.647
2.4902,1.3042,23.65
2.4903,1.3041,23.653
2.4904,1.304,23.657
2.4905,1.3038,23.66
2.4906,1.3037,23.663
2.4907,1.3036,23.666
2.4908,1.3034,23.669
2.4909,1.3033,23.673
2.491,1.3032,23.676
2.4911,1.3031,23.679
2.4912,1.3029,23.682
2.4913,1.3028,23.685
2.4914,1.3027,23.688
2.4915,1.3026,23.692
2.4916,1.3024,23.695
2.4917,1.3023,23.698
2.4918,1.3022,23.701
2.4919,1.302,23.704
2.492,1.3019,23.708
2.4921,1.3018,23.711
2.4922,1.3017,23.714
2.4923,1.3015,23.717
2.4924,1.3014,23.72
2.4925,1.3013,23.724
2.4926,1.3011,23.727
2.4927,1.301,23.73
2.4928,1.3009,23.733
2.4929,1.3008,23.736
2.493,1.3006,23.74
2.4931,1.3005,23.743
2.4932,1.3004,23.746
2.4933,1.3003,23.749
2.4934,1.3001,23.752
2.4935,1.3,23.756
2.4936,1.2999,23.759
2.4937,1.2997,23.762
2.4938,1.2996,23.765
2.4939,1.2995,23.768
2.494,1.2994,23.772
2.4941,1.2992,23.775
2.4942,1.2991,23.778
2.4943,1.299,23.781
2.4944,1.2989,23.784
2.4945,1.2987,23.788
2.4946,1.2986,23.791
2.4947,1.2985,23.794
2.4948,1.2983,23.797
2.4949,1.2982,23.8
2.495,1.2981,23.804
2.4951,1.298,23.807
2.4952,1.2978,23.81
2.4953,1.2977,23.813
2.4954,1.2976,23.816
2.4955,1.2975,23.82
2.4956,1.2973,23.823
2.4957,1.2972,23.826
2.4958,1.2971,23.829
2.4959,1.2969,23.833
2.496,1.2968,23.836
2.4961,1.2967,23.839
2.4962,1.2966,23.842
2.4963,1.2964,23.845
2.4964,1.2963,23.849
2.4965,1.2962,23.852
2.4966,1.2961,23.855
2.4967,1.2959,23.858
2.4968,1.2958,23.861
2.4969,1.2957,23.865
2.497,1.2955,23.868
2.4971,1.2954,23.871
2.4972,1.2953,23.874
2.4973,1.2952,23.878
2.4974,1.295,23.881
2.4975,1.2949,23.884
2.4976,1.2948,23.887
2.4977,1.2947,23.89
2.4978,1.2945,23.894
2.4979,1.2944,23.897
2.498,1.2943,23.9
2.4981,1.2942,23.903
2.4982,1.294,23.906
2.4983,1.2939,23.91
2.4984,1.2938,23.913
2.4985,1.2936,23.916
2.4986,1.2935,23.919
2.4987,1.2934,23.923
2.4988,1.2933,23.926
2.4989,1.2931,23.929
2.499,1.293,23.932
2.4991,1.2929,23.935
2.4992,1.2928,23.939
2.4993,1.2926,23.942
2.4994,1.2925,23.945
2.4995,1.2924,23.948
2.4996,1.2923,23.952
2.4997,1.2921,23.955
2.4998,1.292,23.958
2.4999,1.2919,23.961
2.5,1.2917,23.964
2.5001,1.2916,23.968
2.5002,1.2915,23.971
2.5003,1.2914,23.974
2.5004,1.2912,23.977
2.5005,1.2911,23.981
2.5006,1.291,23.984
2.5007,1.2909,23.987
2.5008,1.2907,23.99
2.5009,1.2906,23.993
2.501,1.2905,23.997
2.5011,1.2904,24
2.5012,1.2902,24.003
2.5013,1.2901,24.006
2.5014,1.29,24.01
2.5015,1.2898,24.013
2.5016,1.2897,24.016
2.5017,1.2896,24.019
2.5018,1.2895,24.023
2.5019,1.2893,24.026
2.502,1.2892,24.029
2.5021,1.2891,24.032
2.5022,1.289,24.035
2.5023,1.2888,24.039
2.5024,1.2887,24.042
2.5025,1.2886,24.045
2.5026,1.2885,24.048
2.5027,1.2883,24.052
2.5028,1.2882,24.055
2.5029,1.2881,24.058
2.503,1.288,24.061
2.5031,1.2878,24.065
2.5032,1.2877,24.068
2.5033,1.2876,24.071
2.5034,1.2874,24.074
2.5035,1.2873,24.077
2.5036,1.2872,24.081
2.5037,1.2871,24.084
2.5038,1.2869,24.087
2.5039,1.2868,24.09
2.504,1.2867,24.094
2.5041,1.2866,24.097
2.5042,1.2864,24.1
2.5043,1.2863,24.103
2.5044,1.2862,24.107
2.5045,1.2861,24.11
2.5046,1.2859,24.113
2.5047,1.2858,24.116
2.5048,1.2857,24.12
2.5049,1.2856,24.123
2.505,1.2854,24.126
2.5051,1.2853,24.129
2.5052,1.2852,24.133
2.5053,1.285,24.136
2.5054,1.2849,24.139
2.5055,1.2848,24.142
2.5056,1.2847,24.146
2.5057,1.2845,24.149
2.5058,1.2844,24.152
2.5059,1.2843,24.155
2.506,1.2842,24.159
2.5061,1.284,24.162
2.5062,1.2839,24.165
2.5063,1.2838,24.168
2.5064,1.2837,24.172
2.5065,1.2835,24.175
2.5066,1.2834,24.178
2.5067,1.2833,24.181
2.5068,1.2832,24.185
2.5069,1.283,24.188
2.507,1.2829,24.191
2.5071,1.2828,24.194
2.5072,1.2827,24.198
2.5073,1.2825,24.201
2.5074,1.2824,24.204
2.5075,1.2823,24.207
2.5076,1.2822,24.211
2.5077,1.282,24.214
2.5078,1.2819,24.217
2.5079,1.2818,24.22
2.508,1.2817,24.224
2.5081,1.2815,24.227
2.5082,1.2814,24.23
2.5083,1.2813,24.233
2.5084,1.2811,24.237
2.5085,1.281,24.24
2.5086,1.2809,24.243
2.5087,1.2808,24.246
2.5088,1.2806,24.25
2.5089,1.2805,24.253
2.509,1.2804,24.256
2.5091,1.2803,24.259
2.5092,1.2801,24.263
2.5093,1.28,24.266
2.5094,1.2799,24.269
2.5095,1.2798,24.272
2.5096,1.2796,24.276
2.5097,1.2795,24.279
2.5098,1.2794,24.282
2.5099,1.2793,24.285
2.51,1.2791,24.289
2.5101,1.279,24.292
2.5102,1.2789,24.295
2.5103,1.2788,24.298
2.5104,1.2786,24.302
2.5105,1.2785,24.305
2.5106,1.2784,24.308
2.5107,1.2783,24.311
2.5108,1.2781,24.315
2.5109,1.278,24.318
2.511,1.2779,24.321
2.5111,1.2778,24.325
2.5112,1.2776,24.328
2.5113,1.2775,24.331
2.5114,1.2774,24.334
2.5115,1.2773,24.338
2.5116,1.2771,24.341
2.5117,1.277,24.344
2.5118,1.2769,24.347
2.5119,1.2768,24.351
2.512,1.2766,24.354
2.5121,1.2765,24.357
2.5122,1.2764,24.36
2.5123,1.2763,24.364
2.5124,1.2761,24.367
2.5125,1.276,24.37
2.5126,1.2759,24.374
2.5127,1.2758,24.377
2.5128,1.2756,24.38
2.5129,1.2755,24.383
2.513,1.2754,24.387
2.5131,1.2753,24.39
2.5132,1.2751,24.393
2.5133,1.275,24.396
2.5134,1.2749,24.4
2.5135,1.2748,24.403
2.5136,1.2746,24.406
2.5137,1.2745,24.41
2.5138,1.2744,24.413
2.5139,1.2743,24.416
2.514,1.2741,24.419
2.5141,1.274,24.423
2.5142,1.2739,24.426
2.5143,1.2738,24.429
2.5144,1.2736,24.432
2.5145,1.2735,24.436
2.5146,1.2734,24.439
2.5147,1.2733,24.442
2.5148,1.2731,24.446
2.5149,1.273,24.449
2.515,1.2729,24.452
2.5151,1.2728,24.455
2.5152,1.2726,24.459
2.5153,1.2725,24.462
2.5154,1.2724,24.465
2.5155,1.2723,24.469
2.5156,1.2721,24.472
2.5157,1.272,24.475
2.5158,1.2719,24.478
2.5159,1.2718,24.482
2.516,1.2716,24.485
2.5161,1.2715,24.488
2.5162,1.2714,24.492
2.5163,1.2713,24.495
2.5164,1.2711,24.498
2.5165,1.271,24.501
2.5166,1.2709,24.505
2.5167,1.2708,24.508
2.5168,1.2706,24.511
2.5169,1.2705,24.515
2.517,1.2704,24.518
2.5171,1.2703,24.521
2.5172,1.2701,24.524
2.5173,1.27,24.528
2.5174,1.2699,24.531
2.5175,1.2698,24.534
2.5176,1.2696,24.538
2.5177,1.2695,24.541
2.5178,1.2694,24.544
2.5179,1.2693,24.547
2.518,1.2691,24.551
2.5181,1.269,24.554
2.5182,1.2689,24.557
2.5183,1.2688,24.561
2.5184,1.2686,24.564
2.5185,1.2685,24.567
2.5186,1.2684,24.57
2.5187,1.2683,24.574
2.5188,1.2681,24.577
2.5189,1.268,24.58
2.519,1.2679,24.584
2.5191,1.2678,24.587
2.5192,1.2677,24.59
2.5193,1.2675,24.593
2.5194,1.2674,24.597
2.5195,1.2673,24.6
2.5196,1.2672,24.603
2.5197,1.267,24.607
2.5198,1.2669,24.61
2.5199,1.2668,24.613
2.52,1.2667,24.617
2.5201,1.2665,24.62
2.5202,1.2664,24.623
2.5203,1.2663,24.626
2.5204,1.2662,24.63
2.5205,1.266,24.633
2.5206,1.2659,24.636
2.5207,1.2658,24.64
2.5208,1.2657,24.643
2.5209,1.2655,24.646
2.521,1.2654,24.65
2.5211,1.2653,24.653
2.5212,1.2652,24.656
2.5213,1.265,24.659
2.5214,1.2649,24.663
2.5215,1.2648,24.666
2.5216,1.2647,24.669
2.5217,1.2645,24.673
2.5218,1.2644,24.676
2.5219,1.2643,24.679
2.522,1.2642,24.683
2.5221,1.264,24.686
2.5222,1.2639,24.689
2.5223,1.2638,24.692
2.5224,1.2637,24.696
2.5225,1.2636,24.699
2.5226,1.2634,24.702
2.5227,1.2633,24.706
2.5228,1.2632,24.709
2.5229,1.2631,24.712
2.523,1.2629,24.716
2.5231,1.2628,24.719
2.5232,1.2627,24.722
2.5233,1.2626,24.726
2.5234,1.2624,24.729
2.5235,1.2623,24.732
2.5236,1.2622,24.735
2.5237,1.2621,24.739
2.5238,1.2619,24.742
2.5239,1.2618,24.745
2.524,1.2617,24.749
2.5241,1.2616,24.752
2.5242,1.2614,24.755
2.5243,1.2613,24.759
2.5244,1.2612,24.762
2.5245,1.2611,24.765
2.5246,1.261,24.769
2.5247,1.2608,24.772
2.5248,1.2607,24.775
2.5249,1.2606,24.779
2.525,1.2605,24.782
2.5251,1.2603,24.785
2.5252,1.2602,24.789
2.5253,1.2601,24.792
2.5254,1.26,24.795
2.5255,1.2598,24.798
2.5256,1.2597,24.802
2.5257,1.2596,24.805
2.5258,1.2595,24.808
2.5259,1.2593,24.812
2.526,1.2592,24.815
2.5261,1.2591,24.818
2.5262,1.259,24.822
2.5263,1.2589,24.825
2.5264,1.2587,24.828
2.5265,1.2586,24.832
2.5266,1.2585,24.835
2.5267,1.2584,24.838
2.5268,1.2582,24.842
2.5269,1.2581,24.845
2.527,1.258,24.848
2.5271,1.2579,24.852
2.5272,1.2577,24.855
2.5273,1.2576,24.858
2.5274,1.2575,24.862
2.5275,1.2574,24.865
2.5276,1.2572,24.868
2.5277,1.2571,24.872
2.5278,1.257,24.875
2.5279,1.2569,24.878
2.528,1.2568,24.881
2.5281,1.2566,24.885
2.5282,1.2565,24.888
2.5283,1.2564,24.891
2.5284,1.2563,24.895
2.5285,1.2561,24.898
2.5286,1.256,24.901
2.5287,1.2559,24.905
2.5288,1.2558,24.908
2.5289,1.2556,24.911
2.529,1.2555,24.915
2.5291,1.2554,24.918
2.5292,1.2553,24.921
2.5293,1.2552,24.925
2.5294,1.255,24.928
2.5295,1.2549,24.931
2.5296,1.2548,24.935
2.5297,1.2547,24.938
2.5298,1.2545,24.941
2.5299,1.2544,24.945
2.53,1.2543,24.948
2.5301,1.2542,24.951
2.5302,1.254,24.955
2.5303,1.2539,24.958
2.5304,1.2538,24.961
2.5305,1.2537,24.965
2.5306,1.2536,24.968
2.5307,1.2534,24.971
2.5308,1.2533,24.975
2.5309,1.2532,24.978
2.531,1.2531,24.981
2.5311,1.2529,24.985
2.5312,1.2528,24.988
2.5313,1.2527,24.991
2.5314,1.2526,24.995
2.5315,1.2524,24.998
2.5316,1.2523,25.001
2.5317,1.2522,25.005
2.5318,1.2521,25.008
2.5319,1.252,25.012
2.532,1.2518,25.015
2.5321,1.2517,25.018
2.5322,1.2516,25.022
2.5323,1.2515,25.025
2.5324,1.2513,25.028
2.5325,1.2512,25.032
2.5326,1.2511,25.035
2.5327,1.251,25.038
2.5328,1.2508,25.042
2.5329,1.2507,25.045
2.533,1.2506,25.048
2.5331,1.2505,25.052
2.5332,1.2504,25.055
2.5333,1.2502,25.058
2.5334,1.2501,25.062
2.5335,1.25,25.065
2.5336,1.2499,25.068
2.5337,1.2497,25.072
2.5338,1.2496,25.075
2.5339,1.2495,25.078
2.534,1.2494,25.082
2.5341,1.2493,25.085
2.5342,1.2491,25.088
2.5343,1.249,25.092
2.5344,1.2489,25.095
2.5345,1.2488,25.098
2.5346,1.2486,25.102
2.5347,1.2485,25.105
2.5348,1.2484,25.109
2.5349,1.2483,25.112
2.535,1.2482,25.115
2.5351,1.248,25.119
2.5352,1.2479,25.122
2.5353,1.2478,25.125
2.5354,1.2477,25.129
2.5355,1.2475,25.132
2.5356,1.2474,25.135
2.5357,1.2473,25.139
2.5358,1.2472,25.142
2.5359,1.247,25.145
2.536,1.2469,25.149
2.5361,1.2468,25.152
2.5362,1.2467,25.156
2.5363,1.2466,25.159
2.5364,1.2464,25.162
2.5365,1.2463,25.166
2.5366,1.2462,25.169
2.5367,1.2461,25.172
2.5368,1.2459,25.176
2.5369,1.2458,25.179
2.537,1.2457,25.182
2.5371,1.2456,25.186
2.5372,1.2455,25.189
2.5373,1.2453,25.192
2.5374,1.2452,25.196
2.5375,1.2451,25.199
2.5376,1.245,25.203
2.5377,1.2448,25.206
2.5378,1.2447,25.209
2.5379,1.2446,25.213
2.538,1.2445,25.216
2.5381,1.2444,25.219
2.5382,1.2442,25.223
2.5383,1.2441,25.226
2.5384,1.244,25.229
2.5385,1.2439,25.233
2.5386,1.2437,25.236
2.5387,1.2436,25.24
2.5388,1.2435,25.243
2.5389,1.2434,25.246
2.539,1.2433,25.25
2.5391,1.2431,25.253
2.5392,1.243,25.256
2.5393,1.2429,25.26
2.5394,1.2428,25.263
2.5395,1.2427,25.266
2.5396,1.2425,25.27
2.5397,1.2424,25.273
2.5398,1.2423,25.277
2.5399,1.2422,25.28
2.54,1.242,25.283
2.5401,1.2419,25.287
2.5402,1.2418,25.29
2.5403,1.2417,25.293
2.5404,1.2416,25.297
2.5405,1.2414,25.3
2.5406,1.2413,25.304
2.5407,1.2412,25.307
2.5408,1.2411,25.31
2.5409,1.2409,25.314
2.541,1.2408,25.317
2.5411,1.2407,25.32
2.5412,1.2406,25.324
2.5413,1.2405,25.327
2.5414,1.2403,25.331
2.5415,1.2402,25.334
2.5416,1.2401,25.337
2.5417,1.24,25.341
2.5418,1.2398,25.344
2.5419,1.2397,25.347
2.542,1.2396,25.351
2.5421,1.2395,25.354
2.5422,1.2394,25.358
2.5423,1.2392,25.361
2.5424,1.2391,25.364
2.5425,1.239,25.368
2.5426,1.2389,25.371
2.5427,1.2388,25.374
2.5428,1.2386,25.378
2.5429,1.2385,25.381
2.543,1.2384,25.385
2.5431,1.2383,25.388
2.5432,1.2381,25.391
2.5433,1.238,25.395
2.5434,1.2379,25.398
2.5435,1.2378,25.401
2.5436,1.2377,25.405
2.5437,1.2375,25.408
2.5438,1.2374,25.412
2.5439,1.2373,25.415
2.544,1.2372,25.418
2.5441,1.2371,25.422
2.5442,1.2369,25.425
2.5443,1.2368,25.429
2.5444,1.2367,25.432
2.5445,1.2366,25.435
2.5446,1.2364,25.439
2.5447,1.2363,25.442
2.5448,1.2362,25.446
2.5449,1.2361,25.449
2.545,1.236,25.452
2.5451,1.2358,25.456
2.5452,1.2357,25.459
2.5453,1.2356,25.462
2.5454,1.2355,25.466
2.5455,1.2354,25.469
2.5456,1.2352,25.473
2.5457,1.2351,25.476
2.5458,1.235,25.479
2.5459,1.2349,25.483
2.546,1.2347,25.486
2.5461,1.2346,25.49
2.5462,1.2345,25.493
2.5463,1.2344,25.496
2.5464,1.2343,25.5
2.5465,1.2341,25.503
2.5466,1.234,25.507
2.5467,1.2339,25.51
2.5468,1.2338,25.513
2.5469,1.2337,25.517
2.547,1.2335,25.52
2.5471,1.2334,25.524
2.5472,1.2333,25.527
2.5473,1.2332,25.53
2.5474,1.2331,25.534
2.5475,1.2329,25.537
2.5476,1.2328,25.541
2.5477,1.2327,25.544
2.5478,1.2326,25.547
2.5479,1.2324,25.551
2.548,1.2323,25.554
2.5481,1.2322,25.558
2.5482,1.2321,25.561
2.5483,1.232,25.564
2.5484,1.2318,25.568
2.5485,1.2317,25.571
2.5486,1.2316,25.575
2.5487,1.2315,25.578
2.5488,1.2314,25.581
2.5489,1.2312,25.585
2.549,1.2311,25.588
2.5491,1.231,25.592
2.5492,1.2309,25.595
2.5493,1.2308,25.598
2.5494,1.2306,25.602
2.5495,1.2305,25.605
2.5496,1.2304,25.609
2.5497,1.2303,25.612
2.5498,1.2301,25.615
2.5499,1.23,25.619
2.55,1.2299,25.622
2.5501,1.2298,25.626
2.5502,1.2297,25.629
2.5503,1.2295,25.632
2.5504,1.2294,25.636
2.5505,1.2293,25.639
2.5506,1.2292,25.643
2.5507,1.2291,25.646
2.5508,1.2289,25.649
2.5509,1.2288,25.653
2.551,1.2287,25.656
2.5511,1.2286,25.66
2.5512,1.2285,25.663
2.5513,1.2283,25.666
2.5514,1.2282,25.67
2.5515,1.2281,25.673
2.5516,1.228,25.677
2.5517,1.2279,25.68
2.5518,1.2277,25.684
2.5519,1.2276,25.687
2.552,1.2275,25.69
2.5521,1.2274,25.694
2.5522,1.2273,25.697
2.5523,1.2271,25.701
2.5524,1.227,25.704
2.5525,1.2269,25.707
2.5526,1.2268,25.711
2.5527,1.2267,25.714
2.5528,1.2265,25.718
2.5529,1.2264,25.721
2.553,1.2263,25.725
2.5531,1.2262,25.728
2.5532,1.226,25.731
2.5533,1.2259,25.735
2.5534,1.2258,25.738
2.5535,1.2257,25.742
2.5536,1.2256,25.745
2.5537,1.2254,25.748
2.5538,1.2253,25.752
2.5539,1.2252,25.755
2.554,1.2251,25.759
2.5541,1.225,25.762
2.5542,1.2248,25.766
2.5543,1.2247,25.769
2.5544,1.2246,25.772
2.5545,1.2245,25.776
2.5546,1.2244,25.779
2.5547,1.2242,25.783
2.5548,1.2241,25.786
2.5549,1.224,25.79
2.555,1.2239,25.793
2.5551,1.2238,25.796
2.5552,1.2236,25.8
2.5553,1.2235,25.803
2.5554,1.2234,25.807
2.5555,1.2233,25.81
2.5556,1.2232,25.814
2.5557,1.223,25.817
2.5558,1.2229,25.82
2.5559,1.2228,25.824
2.556,1.2227,25.827
2.5561,1.2226,25.831
2.5562,1.2224,25.834
2.5563,1.2223,25.838
2.5564,1.2222,25.841
2.5565,1.2221,25.844
2.5566,1.222,25.848
2.5567,1.2218,25.851
2.5568,1.2217,25.855
2.5569,1.2216,25.858
2.557,1.2215,25.862
2.5571,1.2214,25.865
2.5572,1.2212,25.868
2.5573,1.2211,25.872
2.5574,1.221,25.875
2.5575,1.2209,25.879
2.5576,1.2208,25.882
2.5577,1.2206,25.886
2.5578,1.2205,25.889
2.5579,1.2204,25.892
2.558,1.2203,25.896
2.5581,1.2202,25.899
2.5582,1.22,25.903
2.5583,1.2199,25.906
2.5584,1.2198,25.91
