time,prey,pred
1.085,52.229,4.925
1.086,52.248,4.9271
1.087,52.266,4.9293
1.088,52.284,4.9314
1.089,52.303,4.9335
1.09,52.321,4.9356
1.091,52.34,4.9377
1.092,52.358,4.9399
1.093,52.377,4.942
1.094,52.395,4.9441
1.095,52.413,4.9463
1.096,52.432,4.9484
1.097,52.45,4.9506
1.098,52.469,4.9527
1.099,52.487,4.9549
1.1,52.505,4.957
1.101,52.524,4.9592
1.102,52.542,4.9613
1.103,52.561,4.9635
1.104,52.579,4.9657
1.105,52.598,4.9679
1.106,52.616,4.97
1.107,52.635,4.9722
1.108,52.653,4.9744
1.109,52.672,4.9766
1.11,52.69,4.9788
1.111,52.709,4.981
1.112,52.727,4.9831
1.113,52.745,4.9853
1.114,52.764,4.9875
1.115,52.782,4.9898
1.116,52.801,4.992
1.117,52.819,4.9942
1.118,52.838,4.9964
1.119,52.856,4.9986
1.12,52.875,5.0008
1.121,52.893,5.0031
1.122,52.912,5.0053
1.123,52.931,5.0075
1.124,52.949,5.0097
1.125,52.968,5.012
1.126,52.986,5.0142
1.127,53.005,5.0165
1.128,53.023,5.0187
1.129,53.042,5.021
1.13,53.06,5.0232
1.131,53.079,5.0255
1.132,53.097,5.0278
1.133,53.116,5.03
1.134,53.134,5.0323
1.135,53.153,5.0346
1.136,53.172,5.0368
1.137,53.19,5.0391
1.138,53.209,5.0414
1.139,53.227,5.0437
1.14,53.246,5.046
1.141,53.264,5.0483
1.142,53.283,5.0506
1.143,53.302,5.0529
1.144,53.32,5.0552
1.145,53.339,5.0575
1.146,53.357,5.0598
1.147,53.376,5.0621
1.148,53.395,5.0644
1.149,53.413,5.0667
1.15,53.432,5.0691
1.151,53.45,5.0714
1.152,53.469,5.0737
1.153,53.488,5.076
1.154,53.506,5.0784
1.155,53.525,5.0807
1.156,53.544,5.0831
1.157,53.562,5.0854
1.158,53.581,5.0878
1.159,53.599,5.0901
1.16,53.618,5.0925
1.161,53.637,5.0948
1.162,53.655,5.0972
1.163,53.674,5.0996
1.164,53.693,5.102
1.165,53.711,5.1043
1.166,53.73,5.1067
1.167,53.749,5.1091
1.168,53.767,5.1115
1.169,53.786,5.1139
1.17,53.805,5.1163
1.171,53.823,5.1187
1.172,53.842,5.1211
1.173,53.861,5.1235
1.174,53.88,5.1259
1.175,53.898,5.1283
1.176,53.917,5.1307
1.177,53.936,5.1331
1.178,53.954,5.1356
1.179,53.973,5.138
1.18,53.992,5.1404
1.181,54.01,5.1428
1.182,54.029,5.1453
1.183,54.048,5.1477
1.184,54.067,5.1502
1.185,54.085,5.1526
1.186,54.104,5.1551
1.187,54.123,5.1575
1.188,54.141,5.16
1.189,54.16,5.1624
1.19,54.179,5.1649
1.191,54.198,5.1674
1.192,54.216,5.1699
1.193,54.235,5.1723
1.194,54.254,5.1748
1.195,54.273,5.1773
1.196,54.291,5.1798
1.197,54.31,5.1823
1.198,54.329,5.1848
1.199,54.348,5.1873
1.2,54.367,5.1898
1.201,54.385,5.1923
1.202,54.404,5.1948
1.203,54.423,5.1973
1.204,54.442,5.1998
1.205,54.46,5.2024
1.206,54.479,5.2049
1.207,54.498,5.2074
1.208,54.517,5.2099
1.209,54.536,5.2125
1.21,54.554,5.215
1.211,54.573,5.2176
1.212,54.592,5.2201
1.213,54.611,5.2227
1.214,54.63,5.2252
1.215,54.648,5.2278
1.216,54.667,5.2303
1.217,54.686,5.2329
1.218,54.705,5.2355
1.219,54.724,5.2381
1.22,54.743,5.2406
1.221,54.761,5.2432
1.222,54.78,5.2458
1.223,54.799,5.2484
1.224,54.818,5.251
1.225,54.837,5.2536
1.226,54.856,5.2562
1.227,54.874,5.2588
1.228,54.893,5.2614
1.229,54.912,5.264
1.23,54.931,5.2666
1.231,54.95,5.2693
1.232,54.969,5.2719
1.233,54.988,5.2745
1.234,55.006,5.2771
1.235,55.025,5.2798
1.236,55.044,5.2824
1.237,55.063,5.2851
1.238,55.082,5.2877
1.239,55.101,5.2904
1.24,55.12,5.293
1.241,55.139,5.2957
1.242,55.158,5.2983
1.243,55.176,5.301
1.244,55.195,5.3037
1.245,55.214,5.3064
1.246,55.233,5.309
1.247,55.252,5.3117
1.248,55.271,5.3144
1.249,55.29,5.3171
1.25,55.309,5.3198
1.251,55.328,5.3225
1.252,55.347,5.3252
1.253,55.365,5.3279
1.254,55.384,5.3306
1.255,55.403,5.3333
1.256,55.422,5.336
1.257,55.441,5.3388
1.258,55.46,5.3415
1.259,55.479,5.3442
1.26,55.498,5.347
1.261,55.517,5.3497
1.262,55.536,5.3524
1.263,55.555,5.3552
1.264,55.574,5.3579
1.265,55.593,5.3607
1.266,55.612,5.3635
1.267,55.631,5.3662
1.268,55.65,5.369
1.269,55.669,5.3718
1.27,55.687,5.3745
1.271,55.706,5.3773
1.272,55.725,5.3801
1.273,55.744,5.3829
1.274,55.763,5.3857
1.275,55.782,5.3885
1.276,55.801,5.3913
1.277,55.82,5.3941
1.278,55.839,5.3969
1.279,55.858,5.3997
1.28,55.877,5.4025
1.281,55.896,5.4053
1.282,55.915,5.4082
1.283,55.934,5.411
1.284,55.953,5.4138
1.285,55.972,5.4167
1.286,55.991,5.4195
1.287,56.01,5.4223
1.288,56.029,5.4252
1.289,56.048,5.428
1.29,56.067,5.4309
1.291,56.086,5.4338
1.292,56.105,5.4366
1.293,56.124,5.4395
1.294,56.143,5.4424
1.295,56.162,5.4453
1.296,56.181,5.4481
1.297,56.2,5.451
1.298,56.219,5.4539
1.299,56.238,5.4568
1.3,56.257,5.4597
1.301,56.276,5.4626
1.302,56.296,5.4655
1.303,56.315,5.4684
1.304,56.334,5.4714
1.305,56.353,5.4743
1.306,56.372,5.4772
1.307,56.391,5.4801
1.308,56.41,5.4831
1.309,56.429,5.486
1.31,56.448,5.4889
1.311,56.467,5.4919
1.312,56.486,5.4948
1.313,56.505,5.4978
1.314,56.524,5.5008
1.315,56.543,5.5037
1.316,56.562,5.5067
1.317,56.581,5.5097
1.318,56.6,5.5126
1.319,56.619,5.5156
1.32,56.639,5.5186
1.321,56.658,5.5216
1.322,56.677,5.5246
1.323,56.696,5.5276
1.324,56.715,5.5306
1.325,56.734,5.5336
1.326,56.753,5.5366
1.327,56.772,5.5396
1.328,56.791,5.5427
1.329,56.81,5.5457
1.33,56.829,5.5487
1.331,56.848,5.5517
1.332,56.868,5.5548
1.333,56.887,5.5578
1.334,56.906,5.5609
1.335,56.925,5.5639
1.336,56.944,5.567
1.337,56.963,5.57
1.338,56.982,5.5731
1.339,57.001,5.5762
1.34,57.02,5.5792
1.341,57.04,5.5823
1.342,57.059,5.5854
1.343,57.078,5.5885
1.344,57.097,5.5916
1.345,57.116,5.5947
1.346,57.135,5.5978
1.347,57.154,5.6009
1.348,57.173,5.604
1.349,57.192,5.6071
1.35,57.212,5.6102
1.351,57.231,5.6134
1.352,57.25,5.6165
1.353,57.269,5.6196
1.354,57.288,5.6228
1.355,57.307,5.6259
1.356,57.326,5.629
1.357,57.346,5.6322
1.358,57.365,5.6354
1.359,57.384,5.6385
1.36,57.403,5.6417
1.361,57.422,5.6448
1.362,57.441,5.648
1.363,57.46,5.6512
1.364,57.48,5.6544
1.365,57.499,5.6576
1.366,57.518,5.6608
1.367,57.537,5.664
1.368,57.556,5.6672
1.369,57.575,5.6704
1.37,57.595,5.6736
1.371,57.614,5.6768
1.372,57.633,5.68
1.373,57.652,5.6832
1.374,57.671,5.6865
1.375,57.69,5.6897
1.376,57.71,5.6929
1.377,57.729,5.6962
1.378,57.748,5.6994
1.379,57.767,5.7027
1.38,57.786,5.706
1.381,57.805,5.7092
1.382,57.825,5.7125
1.383,57.844,5.7158
1.384,57.863,5.719
1.385,57.882,5.7223
1.386,57.901,5.7256
1.387,57.92,5.7289
1.388,57.94,5.7322
1.389,57.959,5.7355
1.39,57.978,5.7388
1.391,57.997,5.7421
1.392,58.016,5.7454
1.393,58.036,5.7487
1.394,58.055,5.7521
1.395,58.074,5.7554
1.396,58.093,5.7587
1.397,58.112,5.7621
1.398,58.132,5.7654
1.399,58.151,5.7688
1.4,58.17,5.7721
1.401,58.189,5.7755
1.402,58.208,5.7788
1.403,58.228,5.7822
1.404,58.247,5.7856
1.405,58.266,5.789
1.406,58.285,5.7923
1.407,58.304,5.7957
1.408,58.324,5.7991
1.409,58.343,5.8025
1.41,58.362,5.8059
1.411,58.381,5.8093
1.412,58.401,5.8127
1.413,58.42,5.8162
1.414,58.439,5.8196
1.415,58.458,5.823
1.416,58.477,5.8264
1.417,58.497,5.8299
1.418,58.516,5.8333
1.419,58.535,5.8368
1.42,58.554,5.8402
1.421,58.574,5.8437
1.422,58.593,5.8471
1.423,58.612,5.8506
1.424,58.631,5.8541
1.425,58.65,5.8576
1.426,58.67,5.861
1.427,58.689,5.8645
1.428,58.708,5.868
1.429,58.727,5.8715
1.43,58.747,5.875
1.431,58.766,5.8785
1.432,58.785,5.882
1.433,58.804,5.8856
1.434,58.824,5.8891
1.435,58.843,5.8926
1.436,58.862,5.8961
1.437,58.881,5.8997
1.438,58.9,5.9032
1.439,58.92,5.9068
1.44,58.939,5.9103
1.441,58.958,5.9139
1.442,58.977,5.9174
1.443,58.997,5.921
1.444,59.016,5.9246
1.445,59.035,5.9282
1.446,59.054,5.9317
1.447,59.074,5.9353
1.448,59.093,5.9389
1.449,59.112,5.9425
1.45,59.131,5.9461
1.451,59.151,5.9497
1.452,59.17,5.9534
1.453,59.189,5.957
1.454,59.208,5.9606
1.455,59.228,5.9642
1.456,59.247,5.9679
1.457,59.266,5.9715
1.458,59.285,5.9752
1.459,59.305,5.9788
1.46,59.324,5.9825
1.461,59.343,5.9861
1.462,59.362,5.9898
1.463,59.382,5.9935
1.464,59.401,5.9972
1.465,59.42,6.0008
1.466,59.439,6.0045
1.467,59.459,6.0082
1.468,59.478,6.0119
1.469,59.497,6.0156
1.47,59.517,6.0193
1.471,59.536,6.0231
1.472,59.555,6.0268
1.473,59.574,6.0305
1.474,59.594,6.0342
1.475,59.613,6.038
1.476,59.632,6.0417
1.477,59.651,6.0455
1.478,59.671,6.0492
1.479,59.69,6.053
1.48,59.709,6.0567
1.481,59.728,6.0605
1.482,59.748,6.0643
1.483,59.767,6.0681
1.484,59.786,6.0718
1.485,59.805,6.0756
1.486,59.825,6.0794
1.487,59.844,6.0832
1.488,59.863,6.087
1.489,59.882,6.0909
1.49,59.902,6.0947
1.491,59.921,6.0985
1.492,59.94,6.1023
1.493,59.96,6.1062
1.494,59.979,6.11
1.495,59.998,6.1138
1.496,60.017,6.1177
1.497,60.037,6.1216
1.498,60.056,6.1254
1.499,60.075,6.1293
1.5,60.094,6.1332
1.501,60.114,6.137
1.502,60.133,6.1409
1.503,60.152,6.1448
1.504,60.171,6.1487
1.505,60.191,6.1526
1.506,60.21,6.1565
1.507,60.229,6.1604
1.508,60.248,6.1644
1.509,60.268,6.1683
1.51,60.287,6.1722
1.511,60.306,6.1761
1.512,60.326,6.1801
1.513,60.345,6.184
1.514,60.364,6.188
1.515,60.383,6.1919
1.516,60.403,6.1959
1.517,60.422,6.1999
1.518,60.441,6.2038
1.519,60.46,6.2078
1.52,60.48,6.2118
1.521,60.499,6.2158
1.522,60.518,6.2198
1.523,60.537,6.2238
1.524,60.557,6.2278
1.525,60.576,6.2318
1.526,60.595,6.2359
1.527,60.614,6.2399
1.528,60.634,6.2439
1.529,60.653,6.248
1.53,60.672,6.252
1.531,60.692,6.256
1.532,60.711,6.2601
1.533,60.73,6.2642
1.534,60.749,6.2682
1.535,60.769,6.2723
1.536,60.788,6.2764
1.537,60.807,6.2805
1.538,60.826,6.2846
1.539,60.846,6.2887
1.54,60.865,6.2928
1.541,60.884,6.2969
1.542,60.903,6.301
1.543,60.923,6.3051
1.544,60.942,6.3092
1.545,60.961,6.3134
1.546,60.98,6.3175
1.547,61,6.3216
1.548,61.019,6.3258
1.549,61.038,6.3299
1.55,61.057,6.3341
1.551,61.077,6.3383
1.552,61.096,6.3424
1.553,61.115,6.3466
1.554,61.134,6.3508
1.555,61.154,6.355
1.556,61.173,6.3592
1.557,61.192,6.3634
1.558,61.211,6.3676
1.559,61.231,6.3718
1.56,61.25,6.376
1.561,61.269,6.3803
1.562,61.288,6.3845
1.563,61.308,6.3887
1.564,61.327,6.393
1.565,61.346,6.3972
1.566,61.365,6.4015
1.567,61.384,6.4058
1.568,61.404,6.41
1.569,61.423,6.4143
1.57,61.442,6.4186
1.571,61.461,6.4229
1.572,61.481,6.4272
1.573,61.5,6.4315
1.574,61.519,6.4358
1.575,61.538,6.4401
1.576,61.558,6.4444
1.577,61.577,6.4487
1.578,61.596,6.4531
1.579,61.615,6.4574
1.58,61.634,6.4617
1.581,61.654,6.4661
1.582,61.673,6.4704
1.583,61.692,6.4748
1.584,61.711,6.4792
1.585,61.731,6.4835
1.586,61.75,6.4879
1.587,61.769,6.4923
1.588,61.788,6.4967
1.589,61.807,6.5011
1.59,61.827,6.5055
1.591,61.846,6.5099
1.592,61.865,6.5143
1.593,61.884,6.5188
1.594,61.904,6.5232
1.595,61.923,6.5276
1.596,61.942,6.5321
1.597,61.961,6.5365
1.598,61.98,6.541
1.599,62,6.5454
1.6,62.019,6.5499
1.601,62.038,6.5544
1.602,62.057,6.5589
1.603,62.076,6.5634
1.604,62.096,6.5678
1.605,62.115,6.5723
1.606,62.134,6.5769
1.607,62.153,6.5814
1.608,62.172,6.5859
1.609,62.191,6.5904
1.61,62.211,6.5949
1.611,62.23,6.5995
1.612,62.249,6.604
1.613,62.268,6.6086
1.614,62.287,6.6131
1.615,62.307,6.6177
1.616,62.326,6.6223
1.617,62.345,6.6269
1.618,62.364,6.6314
1.619,62.383,6.636
1.62,62.402,6.6406
1.621,62.422,6.6452
1.622,62.441,6.6498
1.623,62.46,6.6545
1.624,62.479,6.6591
1.625,62.498,6.6637
1.626,62.517,6.6683
1.627,62.537,6.673
1.628,62.556,6.6776
1.629,62.575,6.6823
1.63,62.594,6.687
1.631,62.613,6.6916
1.632,62.632,6.6963
1.633,62.652,6.701
1.634,62.671,6.7057
1.635,62.69,6.7104
1.636,62.709,6.7151
1.637,62.728,6.7198
1.638,62.747,6.7245
1.639,62.766,6.7292
1.64,62.785,6.7339
1.641,62.805,6.7387
1.642,62.824,6.7434
1.643,62.843,6.7482
1.644,62.862,6.7529
1.645,62.881,6.7577
1.646,62.9,6.7625
1.647,62.919,6.7672
1.648,62.939,6.772
1.649,62.958,6.7768
1.65,62.977,6.7816
1.651,62.996,6.7864
1.652,63.015,6.7912
1.653,63.034,6.796
1.654,63.053,6.8009
1.655,63.072,6.8057
1.656,63.091,6.8105
1.657,63.11,6.8154
1.658,63.13,6.8202
1.659,63.149,6.8251
1.66,63.168,6.83
1.661,63.187,6.8348
1.662,63.206,6.8397
1.663,63.225,6.8446
1.664,63.244,6.8495
1.665,63.263,6.8544
1.666,63.282,6.8593
1.667,63.301,6.8642
1.668,63.32,6.8691
1.669,63.34,6.874
1.67,63.359,6.879
1.671,63.378,6.8839
1.672,63.397,6.8889
1.673,63.416,6.8938
1.674,63.435,6.8988
1.675,63.454,6.9038
1.676,63.473,6.9087
1.677,63.492,6.9137
1.678,63.511,6.9187
1.679,63.53,6.9237
1.68,63.549,6.9287
1.681,63.568,6.9337
1.682,63.587,6.9387
1.683,63.606,6.9438
1.684,63.625,6.9488
1.685,63.644,6.9538
1.686,63.663,6.9589
1.687,63.682,6.9639
1.688,63.701,6.969
1.689,63.72,6.9741
1.69,63.739,6.9791
1.691,63.758,6.9842
1.692,63.778,6.9893
1.693,63.797,6.9944
1.694,63.816,6.9995
1.695,63.835,7.0046
1.696,63.854,7.0097
1.697,63.873,7.0149
1.698,63.892,7.02
1.699,63.911,7.0251
1.7,63.93,7.0303
1.701,63.949,7.0354
1.702,63.967,7.0406
1.703,63.986,7.0458
1.704,64.005,7.0509
1.705,64.024,7.0561
1.706,64.043,7.0613
1.707,64.062,7.0665
1.708,64.081,7.0717
1.709,64.1,7.0769
1.71,64.119,7.0821
1.711,64.138,7.0874
1.712,64.157,7.0926
1.713,64.176,7.0978
1.714,64.195,7.1031
1.715,64.214,7.1084
1.716,64.233,7.1136
1.717,64.252,7.1189
1.718,64.271,7.1242
1.719,64.29,7.1295
1.72,64.309,7.1347
1.721,64.328,7.14
1.722,64.347,7.1454
1.723,64.366,7.1507
1.724,64.384,7.156
1.725,64.403,7.1613
1.726,64.422,7.1667
1.727,64.441,7.172
1.728,64.46,7.1774
1.729,64.479,7.1827
1.73,64.498,7.1881
1.731,64.517,7.1935
1.732,64.536,7.1988
1.733,64.555,7.2042
1.734,64.573,7.2096
1.735,64.592,7.215
1.736,64.611,7.2205
1.737,64.63,7.2259
1.738,64.649,7.2313
1.739,64.668,7.2367
1.74,64.687,7.2422
1.741,64.706,7.2476
1.742,64.724,7.2531
1.743,64.743,7.2586
1.744,64.762,7.264
1.745,64.781,7.2695
1.746,64.8,7.275
1.747,64.819,7.2805
1.748,64.837,7.286
1.749,64.856,7.2915
1.75,64.875,7.297
1.751,64.894,7.3026
1.752,64.913,7.3081
1.753,64.932,7.3136
1.754,64.95,7.3192
1.755,64.969,7.3248
1.756,64.988,7.3303
1.757,65.007,7.3359
1.758,65.026,7.3415
1.759,65.044,7.3471
1.76,65.063,7.3527
1.761,65.082,7.3583
1.762,65.101,7.3639
1.763,65.12,7.3695
1.764,65.138,7.3751
1.765,65.157,7.3808
1.766,65.176,7.3864
1.767,65.195,7.3921
1.768,65.213,7.3977
1.769,65.232,7.4034
1.77,65.251,7.4091
1.771,65.27,7.4148
1.772,65.288,7.4204
1.773,65.307,7.4261
1.774,65.326,7.4319
1.775,65.345,7.4376
1.776,65.363,7.4433
1.777,65.382,7.449
1.778,65.401,7.4548
1.779,65.419,7.4605
1.78,65.438,7.4663
1.781,65.457,7.472
1.782,65.476,7.4778
1.783,65.494,7.4836
1.784,65.513,7.4894
1.785,65.532,7.4952
1.786,65.55,7.501
1.787,65.569,7.5068
1.788,65.588,7.5126
1.789,65.606,7.5184
1.79,65.625,7.5242
1.791,65.644,7.5301
1.792,65.662,7.5359
1.793,65.681,7.5418
1.794,65.7,7.5476
1.795,65.718,7.5535
1.796,65.737,7.5594
1.797,65.756,7.5653
1.798,65.774,7.5711
1.799,65.793,7.577
1.8,65.811,7.583
1.801,65.83,7.5889
1.802,65.849,7.5948
1.803,65.867,7.6007
1.804,65.886,7.6067
1.805,65.905,7.6126
1.806,65.923,7.6186
1.807,65.942,7.6245
1.808,65.96,7.6305
1.809,65.979,7.6365
1.81,65.998,7.6424
1.811,66.016,7.6484
1.812,66.035,7.6544
1.813,66.053,7.6604
1.814,66.072,7.6665
1.815,66.09,7.6725
1.816,66.109,7.6785
1.817,66.127,7.6845
1.818,66.146,7.6906
1.819,66.165,7.6967
1.82,66.183,7.7027
1.821,66.202,7.7088
1.822,66.22,7.7149
1.823,66.239,7.721
1.824,66.257,7.727
1.825,66.276,7.7332
1.826,66.294,7.7393
1.827,66.313,7.7454
1.828,66.331,7.7515
1.829,66.35,7.7576
1.83,66.368,7.7638
1.831,66.387,7.7699
1.832,66.405,7.7761
1.833,66.424,7.7823
1.834,66.442,7.7885
1.835,66.461,7.7946
1.836,66.479,7.8008
1.837,66.497,7.807
1.838,66.516,7.8132
1.839,66.534,7.8195
1.84,66.553,7.8257
1.841,66.571,7.8319
1.842,66.59,7.8382
1.843,66.608,7.8444
1.844,66.626,7.8507
1.845,66.645,7.8569
1.846,66.663,7.8632
1.847,66.682,7.8695
1.848,66.7,7.8758
1.849,66.718,7.8821
1.85,66.737,7.8884
1.851,66.755,7.8947
1.852,66.774,7.9011
1.853,66.792,7.9074
1.854,66.81,7.9138
1.855,66.829,7.9201
1.856,66.847,7.9265
1.857,66.865,7.9328
1.858,66.884,7.9392
1.859,66.902,7.9456
1.86,66.92,7.952
1.861,66.939,7.9584
1.862,66.957,7.9648
1.863,66.975,7.9713
1.864,66.993,7.9777
1.865,67.012,7.9841
1.866,67.03,7.9906
1.867,67.048,7.997
1.868,67.067,8.0035
1.869,67.085,8.01
1.87,67.103,8.0165
1.871,67.121,8.023
1.872,67.14,8.0295
1.873,67.158,8.036
1.874,67.176,8.0425
1.875,67.194,8.049
1.876,67.213,8.0556
1.877,67.231,8.0621
1.878,67.249,8.0687
1.879,67.267,8.0753
1.88,67.285,8.0818
1.881,67.304,8.0884
1.882,67.322,8.095
1.883,67.34,8.1016
1.884,67.358,8.1082
1.885,67.376,8.1148
1.886,67.394,8.1215
1.887,67.413,8.1281
1.888,67.431,8.1348
1.889,67.449,8.1414
1.89,67.467,8.1481
1.891,67.485,8.1548
1.892,67.503,8.1615
1.893,67.521,8.1682
1.894,67.539,8.1749
1.895,67.557,8.1816
1.896,67.576,8.1883
1.897,67.594,8.195
1.898,67.612,8.2018
1.899,67.63,8.2085
1.9,67.648,8.2153
1.901,67.666,8.2221
1.902,67.684,8.2288
1.903,67.702,8.2356
1.904,67.72,8.2424
1.905,67.738,8.2492
1.906,67.756,8.256
1.907,67.774,8.2629
1.908,67.792,8.2697
1.909,67.81,8.2766
1.91,67.828,8.2834
1.911,67.846,8.2903
1.912,67.864,8.2972
1.913,67.882,8.304
1.914,67.9,8.3109
1.915,67.918,8.3178
1.916,67.936,8.3248
1.917,67.954,8.3317
1.918,67.972,8.3386
1.919,67.99,8.3456
1.92,68.008,8.3525
1.921,68.025,8.3595
1.922,68.043,8.3664
1.923,68.061,8.3734
1.924,68.079,8.3804
1.925,68.097,8.3874
1.926,68.115,8.3944
1.927,68.133,8.4015
1.928,68.151,8.4085
1.929,68.168,8.4155
1.93,68.186,8.4226
1.931,68.204,8.4296
1.932,68.222,8.4367
1.933,68.24,8.4438
1.934,68.257,8.4509
1.935,68.275,8.458
1.936,68.293,8.4651
1.937,68.311,8.4722
1.938,68.329,8.4793
1.939,68.346,8.4865
1.94,68.364,8.4936
1.941,68.382,8.5008
1.942,68.4,8.508
1.943,68.417,8.5152
1.944,68.435,8.5223
1.945,68.453,8.5295
1.946,68.47,8.5368
1.947,68.488,8.544
1.948,68.506,8.5512
1.949,68.524,8.5585
1.95,68.541,8.5657
1.951,68.559,8.573
1.952,68.577,8.5802
1.953,68.594,8.5875
1.954,68.612,8.5948
1.955,68.629,8.6021
1.956,68.647,8.6094
1.957,68.665,8.6168
1.958,68.682,8.6241
1.959,68.7,8.6315
1.96,68.717,8.6388
1.961,68.735,8.6462
1.962,68.753,8.6536
1.963,68.77,8.6609
1.964,68.788,8.6683
1.965,68.805,8.6758
1.966,68.823,8.6832
1.967,68.84,8.6906
1.968,68.858,8.698
1.969,68.875,8.7055
1.97,68.893,8.713
1.971,68.91,8.7204
1.972,68.928,8.7279
1.973,68.945,8.7354
1.974,68.963,8.7429
1.975,68.98,8.7504
1.976,68.998,8.7579
1.977,69.015,8.7655
1.978,69.032,8.773
1.979,69.05,8.7806
1.98,69.067,8.7882
1.981,69.085,8.7957
1.982,69.102,8.8033
1.983,69.119,8.8109
1.984,69.137,8.8185
1.985,69.154,8.8262
1.986,69.171,8.8338
1.987,69.189,8.8414
1.988,69.206,8.8491
1.989,69.223,8.8568
1.99,69.241,8.8644
1.991,69.258,8.8721
1.992,69.275,8.8798
1.993,69.293,8.8875
1.994,69.31,8.8953
1.995,69.327,8.903
1.996,69.344,8.9107
1.997,69.362,8.9185
1.998,69.379,8.9263
1.999,69.396,8.934
2,69.413,8.9418
2.001,69.43,8.9496
2.002,69.448,8.9574
2.003,69.465,8.9653
2.004,69.482,8.9731
2.005,69.499,8.9809
2.006,69.516,8.9888
2.007,69.533,8.9966
2.008,69.55,9.0045
2.009,69.568,9.0124
2.01,69.585,9.0203
2.011,69.602,9.0282
2.012,69.619,9.0361
2.013,69.636,9.0441
2.014,69.653,9.052
2.015,69.67,9.06
2.016,69.687,9.0679
2.017,69.704,9.0759
2.018,69.721,9.0839
2.019,69.738,9.0919
2.02,69.755,9.0999
2.021,69.772,9.108
2.022,69.789,9.116
2.023,69.806,9.124
2.024,69.823,9.1321
2.025,69.84,9.1402
2.026,69.857,9.1482
2.027,69.874,9.1563
2.028,69.891,9.1644
2.029,69.908,9.1726
2.03,69.925,9.1807
2.031,69.941,9.1888
2.032,69.958,9.197
2.033,69.975,9.2051
2.034,69.992,9.2133
2.035,70.009,9.2215
2.036,70.026,9.2297
2.037,70.042,9.2379
2.038,70.059,9.2461
2.039,70.076,9.2544
2.04,70.093,9.2626
2.041,70.11,9.2709
2.042,70.126,9.2791
2.043,70.143,9.2874
2.044,70.16,9.2957
2.045,70.177,9.304
2.046,70.193,9.3123
2.047,70.21,9.3207
2.048,70.227,9.329
2.049,70.243,9.3373
2.05,70.26,9.3457
2.051,70.277,9.3541
2.052,70.293,9.3625
2.053,70.31,9.3709
2.054,70.327,9.3793
2.055,70.343,9.3877
2.056,70.36,9.3961
2.057,70.376,9.4046
2.058,70.393,9.413
2.059,70.409,9.4215
2.06,70.426,9.43
2.061,70.443,9.4385
2.062,70.459,9.447
2.063,70.476,9.4555
2.064,70.492,9.4641
2.065,70.509,9.4726
2.066,70.525,9.4812
2.067,70.541,9.4897
2.068,70.558,9.4983
2.069,70.574,9.5069
2.07,70.591,9.5155
2.071,70.607,9.5241
2.072,70.624,9.5327
2.073,70.64,9.5414
2.074,70.656,9.55
2.075,70.673,9.5587
2.076,70.689,9.5674
2.077,70.705,9.5761
2.078,70.722,9.5848
2.079,70.738,9.5935
2.08,70.754,9.6022
2.081,70.771,9.611
2.082,70.787,9.6197
2.083,70.803,9.6285
2.084,70.819,9.6373
2.085,70.836,9.6461
2.086,70.852,9.6549
2.087,70.868,9.6637
2.088,70.884,9.6725
2.089,70.9,9.6813
2.09,70.917,9.6902
2.091,70.933,9.6991
2.092,70.949,9.7079
2.093,70.965,9.7168
2.094,70.981,9.7257
2.095,70.997,9.7346
2.096,71.013,9.7436
2.097,71.029,9.7525
2.098,71.045,9.7615
2.099,71.062,9.7704
2.1,71.078,9.7794
2.101,71.094,9.7884
2.102,71.11,9.7974
2.103,71.126,9.8064
2.104,71.142,9.8155
2.105,71.158,9.8245
2.106,71.174,9.8336
2.107,71.189,9.8426
2.108,71.205,9.8517
2.109,71.221,9.8608
2.11,71.237,9.8699
2.111,71.253,9.879
2.112,71.269,9.8882
2.113,71.285,9.8973
2.114,71.301,9.9065
2.115,71.317,9.9156
2.116,71.332,9.9248
2.117,71.348,9.934
2.118,71.364,9.9432
2.119,71.38,9.9525
2.12,71.395,9.9617
2.121,71.411,9.9709
2.122,71.427,9.9802
2.123,71.443,9.9895
2.124,71.458,9.9988
2.125,71.474,10.008
2.126,71.49,10.017
2.127,71.505,10.027
2.128,71.521,10.036
2.129,71.537,10.045
2.13,71.552,10.055
2.131,71.568,10.064
2.132,71.584,10.074
2.133,71.599,10.083
2.134,71.615,10.092
2.135,71.63,10.102
2.136,71.646,10.111
2.137,71.661,10.121
2.138,71.677,10.13
2.139,71.692,10.14
2.14,71.708,10.149
2.141,71.723,10.159
2.142,71.739,10.168
2.143,71.754,10.178
2.144,71.77,10.187
2.145,71.785,10.197
2.146,71.8,10.206
2.147,71.816,10.216
2.148,71.831,10.226
2.149,71.846,10.235
2.15,71.862,10.245
2.151,71.877,10.255
2.152,71.892,10.264
2.153,71.908,10.274
2.154,71.923,10.284
2.155,71.938,10.293
2.156,71.953,10.303
2.157,71.969,10.313
2.158,71.984,10.323
2.159,71.999,10.332
2.16,72.014,10.342
2.161,72.029,10.352
2.162,72.045,10.362
2.163,72.06,10.371
2.164,72.075,10.381
2.165,72.09,10.391
2.166,72.105,10.401
2.167,72.12,10.411
2.168,72.135,10.421
2.169,72.15,10.431
2.17,72.165,10.44
2.171,72.18,10.45
2.172,72.195,10.46
2.173,72.21,10.47
2.174,72.225,10.48
