time,prey,pred
2.4,75.125,13.117
2.401,75.135,13.13
2.402,75.146,13.144
2.403,75.156,13.157
2.404,75.166,13.171
2.405,75.176,13.185
2.406,75.187,13.198
2.407,75.197,13.212
2.408,75.207,13.225
2.409,75.217,13.239
2.41,75.227,13.253
2.411,75.238,13.266
2.412,75.248,13.28
2.413,75.258,13.294
2.414,75.268,13.307
2.415,75.278,13.321
2.416,75.288,13.335
2.417,75.298,13.349
2.418,75.308,13.362
2.419,75.318,13.376
2.42,75.327,13.39
2.421,75.337,13.404
2.422,75.347,13.418
2.423,75.357,13.432
2.424,75.367,13.446
2.425,75.377,13.459
2.426,75.386,13.473
2.427,75.396,13.487
2.428,75.406,13.501
2.429,75.415,13.515
2.43,75.425,13.529
2.431,75.435,13.543
2.432,75.444,13.557
2.433,75.454,13.571
2.434,75.463,13.585
2.435,75.473,13.6
2.436,75.482,13.614
2.437,75.492,13.628
2.438,75.501,13.642
2.439,75.51,13.656
2.44,75.52,13.67
2.441,75.529,13.684
2.442,75.539,13.699
2.443,75.548,13.713
2.444,75.557,13.727
2.445,75.566,13.741
2.446,75.576,13.756
2.447,75.585,13.77
2.448,75.594,13.784
2.449,75.603,13.799
2.45,75.612,13.813
2.451,75.621,13.827
2.452,75.63,13.842
2.453,75.639,13.856
2.454,75.648,13.871
2.455,75.657,13.885
2.456,75.666,13.9
2.457,75.675,13.914
2.458,75.684,13.928
2.459,75.693,13.943
2.46,75.702,13.958
2.461,75.71,13.972
2.462,75.719,13.987
2.463,75.728,14.001
2.464,75.737,14.016
2.465,75.745,14.03
2.466,75.754,14.045
2.467,75.763,14.06
2.468,75.771,14.074
2.469,75.78,14.089
2.47,75.788,14.104
2.471,75.797,14.119
2.472,75.806,14.133
2.473,75.814,14.148
2.474,75.822,14.163
2.475,75.831,14.178
2.476,75.839,14.193
2.477,75.848,14.207
2.478,75.856,14.222
2.479,75.864,14.237
2.48,75.873,14.252
2.481,75.881,14.267
2.482,75.889,14.282
2.483,75.897,14.297
2.484,75.905,14.312
2.485,75.914,14.327
2.486,75.922,14.342
2.487,75.93,14.357
2.488,75.938,14.372
2.489,75.946,14.387
2.49,75.954,14.402
2.491,75.962,14.417
2.492,75.97,14.432
2.493,75.978,14.447
2.494,75.986,14.462
2.495,75.993,14.478
2.496,76.001,14.493
2.497,76.009,14.508
2.498,76.017,14.523
2.499,76.024,14.538
2.5,76.032,14.554
2.501,76.04,14.569
2.502,76.048,14.584
2.503,76.055,14.6
2.504,76.063,14.615
2.505,76.07,14.63
2.506,76.078,14.646
2.507,76.085,14.661
2.508,76.093,14.677
2.509,76.1,14.692
2.51,76.108,14.707
2.511,76.115,14.723
2.512,76.122,14.738
2.513,76.13,14.754
2.514,76.137,14.769
2.515,76.144,14.785
2.516,76.152,14.8
2.517,76.159,14.816
2.518,76.166,14.832
2.519,76.173,14.847
2.52,76.18,14.863
2.521,76.187,14.879
2.522,76.194,14.894
2.523,76.201,14.91
2.524,76.208,14.926
2.525,76.215,14.941
2.526,76.222,14.957
2.527,76.229,14.973
2.528,76.236,14.989
2.529,76.243,15.004
2.53,76.25,15.02
2.531,76.257,15.036
2.532,76.263,15.052
2.533,76.27,15.068
2.534,76.277,15.084
2.535,76.283,15.1
2.536,76.29,15.116
2.537,76.297,15.132
2.538,76.303,15.148
2.539,76.31,15.164
2.54,76.316,15.18
2.541,76.323,15.196
2.542,76.329,15.212
2.543,76.336,15.228
2.544,76.342,15.244
2.545,76.348,15.26
2.546,76.355,15.276
2.547,76.361,15.292
2.548,76.367,15.308
2.549,76.373,15.325
2.55,76.38,15.341
2.551,76.386,15.357
2.552,76.392,15.373
2.553,76.398,15.39
2.554,76.404,15.406
2.555,76.41,15.422
2.556,76.416,15.438
2.557,76.422,15.455
2.558,76.428,15.471
2.559,76.434,15.488
2.56,76.44,15.504
2.561,76.446,15.52
2.562,76.452,15.537
2.563,76.457,15.553
2.564,76.463,15.57
2.565,76.469,15.586
2.566,76.475,15.603
2.567,76.48,15.619
2.568,76.486,15.636
2.569,76.492,15.652
2.57,76.497,15.669
2.571,76.503,15.686
2.572,76.508,15.702
2.573,76.514,15.719
2.574,76.519,15.736
2.575,76.524,15.752
2.576,76.53,15.769
2.577,76.535,15.786
2.578,76.54,15.802
2.579,76.546,15.819
2.58,76.551,15.836
2.581,76.556,15.853
2.582,76.561,15.87
2.583,76.567,15.886
2.584,76.572,15.903
2.585,76.577,15.92
2.586,76.582,15.937
2.587,76.587,15.954
2.588,76.592,15.971
2.589,76.597,15.988
2.59,76.602,16.005
2.591,76.606,16.022
2.592,76.611,16.039
2.593,76.616,16.056
2.594,76.621,16.073
2.595,76.626,16.09
2.596,76.63,16.107
2.597,76.635,16.124
2.598,76.64,16.141
2.599,76.644,16.159
2.6,76.649,16.176
2.601,76.653,16.193
2.602,76.658,16.21
2.603,76.662,16.227
2.604,76.667,16.245
2.605,76.671,16.262
2.606,76.676,16.279
2.607,76.68,16.297
2.608,76.684,16.314
2.609,76.689,16.331
2.61,76.693,16.349
2.611,76.697,16.366
2.612,76.701,16.384
2.613,76.705,16.401
2.614,76.709,16.418
2.615,76.714,16.436
2.616,76.718,16.453
2.617,76.722,16.471
2.618,76.726,16.488
2.619,76.729,16.506
2.62,76.733,16.524
2.621,76.737,16.541
2.622,76.741,16.559
2.623,76.745,16.576
2.624,76.749,16.594
2.625,76.752,16.612
2.626,76.756,16.629
2.627,76.76,16.647
2.628,76.763,16.665
2.629,76.767,16.683
2.63,76.77,16.7
2.631,76.774,16.718
2.632,76.777,16.736
2.633,76.781,16.754
2.634,76.784,16.772
2.635,76.788,16.79
2.636,76.791,16.808
2.637,76.794,16.826
2.638,76.798,16.843
2.639,76.801,16.861
2.64,76.804,16.879
2.641,76.807,16.897
2.642,76.81,16.915
2.643,76.813,16.933
2.644,76.816,16.952
2.645,76.819,16.97
2.646,76.822,16.988
2.647,76.825,17.006
2.648,76.828,17.024
2.649,76.831,17.042
2.65,76.834,17.06
2.651,76.837,17.079
2.652,76.84,17.097
2.653,76.842,17.115
2.654,76.845,17.133
2.655,76.848,17.152
2.656,76.85,17.17
2.657,76.853,17.188
2.658,76.855,17.207
2.659,76.858,17.225
2.66,76.86,17.243
2.661,76.863,17.262
2.662,76.865,17.28
2.663,76.868,17.299
2.664,76.87,17.317
2.665,76.872,17.336
2.666,76.875,17.354
2.667,76.877,17.373
2.668,76.879,17.391
2.669,76.881,17.41
2.67,76.883,17.428
2.671,76.885,17.447
2.672,76.887,17.466
2.673,76.889,17.484
2.674,76.891,17.503
2.675,76.893,17.522
2.676,76.895,17.54
2.677,76.897,17.559
2.678,76.899,17.578
2.679,76.901,17.597
2.68,76.902,17.615
2.681,76.904,17.634
2.682,76.906,17.653
2.683,76.907,17.672
2.684,76.909,17.691
2.685,76.91,17.71
2.686,76.912,17.729
2.687,76.913,17.748
2.688,76.915,17.767
2.689,76.916,17.786
2.69,76.918,17.805
2.691,76.919,17.824
2.692,76.92,17.843
2.693,76.921,17.862
2.694,76.923,17.881
2.695,76.924,17.9
2.696,76.925,17.919
2.697,76.926,17.938
2.698,76.927,17.957
2.699,76.928,17.977
2.7,76.929,17.996
2.701,76.93,18.015
2.702,76.931,18.034
2.703,76.932,18.054
2.704,76.933,18.073
2.705,76.933,18.092
2.706,76.934,18.112
2.707,76.935,18.131
2.708,76.936,18.15
2.709,76.936,18.17
2.71,76.937,18.189
2.711,76.937,18.209
2.712,76.938,18.228
2.713,76.938,18.248
2.714,76.939,18.267
2.715,76.939,18.287
2.716,76.939,18.306
2.717,76.94,18.326
2.718,76.94,18.346
2.719,76.94,18.365
2.72,76.94,18.385
2.721,76.941,18.404
2.722,76.941,18.424
2.723,76.941,18.444
2.724,76.941,18.464
2.725,76.941,18.483
2.726,76.941,18.503
2.727,76.941,18.523
2.728,76.941,18.543
2.729,76.941,18.563
2.73,76.94,18.582
2.731,76.94,18.602
2.732,76.94,18.622
2.733,76.939,18.642
2.734,76.939,18.662
2.735,76.939,18.682
2.736,76.938,18.702
2.737,76.938,18.722
2.738,76.937,18.742
2.739,76.937,18.762
2.74,76.936,18.782
2.741,76.935,18.802
2.742,76.935,18.822
2.743,76.934,18.842
2.744,76.933,18.863
2.745,76.933,18.883
2.746,76.932,18.903
2.747,76.931,18.923
2.748,76.93,18.944
2.749,76.929,18.964
2.75,76.928,18.984
2.751,76.927,19.004
2.752,76.926,19.025
2.753,76.925,19.045
2.754,76.923,19.065
2.755,76.922,19.086
2.756,76.921,19.106
2.757,76.92,19.127
2.758,76.918,19.147
2.759,76.917,19.168
2.76,76.916,19.188
2.761,76.914,19.209
2.762,76.913,19.229
2.763,76.911,19.25
2.764,76.909,19.27
2.765,76.908,19.291
2.766,76.906,19.312
2.767,76.904,19.332
2.768,76.903,19.353
2.769,76.901,19.374
2.77,76.899,19.394
2.771,76.897,19.415
2.772,76.895,19.436
2.773,76.893,19.457
2.774,76.891,19.477
2.775,76.889,19.498
2.776,76.887,19.519
2.777,76.885,19.54
2.778,76.883,19.561
2.779,76.881,19.582
2.78,76.878,19.603
2.781,76.876,19.624
2.782,76.874,19.645
2.783,76.871,19.666
2.784,76.869,19.687
2.785,76.866,19.708
2.786,76.864,19.729
2.787,76.861,19.75
2.788,76.859,19.771
2.789,76.856,19.792
2.79,76.854,19.813
2.791,76.851,19.835
2.792,76.848,19.856
2.793,76.845,19.877
2.794,76.842,19.898
2.795,76.84,19.919
2.796,76.837,19.941
2.797,76.834,19.962
2.798,76.831,19.983
2.799,76.828,20.005
2.8,76.825,20.026
2.801,76.821,20.047
2.802,76.818,20.069
2.803,76.815,20.09
2.804,76.812,20.112
2.805,76.809,20.133
2.806,76.805,20.155
2.807,76.802,20.176
2.808,76.798,20.198
2.809,76.795,20.219
2.81,76.791,20.241
2.811,76.788,20.262
2.812,76.784,20.284
2.813,76.781,20.306
2.814,76.777,20.327
2.815,76.773,20.349
2.816,76.77,20.371
2.817,76.766,20.392
2.818,76.762,20.414
2.819,76.758,20.436
2.82,76.754,20.458
2.821,76.75,20.48
2.822,76.746,20.501
2.823,76.742,20.523
2.824,76.738,20.545
2.825,76.734,20.567
2.826,76.73,20.589
2.827,76.726,20.611
2.828,76.721,20.633
2.829,76.717,20.655
2.83,76.713,20.677
2.831,76.708,20.699
2.832,76.704,20.721
2.833,76.699,20.743
2.834,76.695,20.765
2.835,76.69,20.787
2.836,76.686,20.809
2.837,76.681,20.831
2.838,76.676,20.853
2.839,76.671,20.876
2.84,76.667,20.898
2.841,76.662,20.92
2.842,76.657,20.942
2.843,76.652,20.965
2.844,76.647,20.987
2.845,76.642,21.009
2.846,76.637,21.032
2.847,76.632,21.054
2.848,76.627,21.076
2.849,76.622,21.099
2.85,76.616,21.121
2.851,76.611,21.144
2.852,76.606,21.166
2.853,76.601,21.188
2.854,76.595,21.211
2.855,76.59,21.233
2.856,76.584,21.256
2.857,76.579,21.279
2.858,76.573,21.301
2.859,76.567,21.324
2.86,76.562,21.346
2.861,76.556,21.369
2.862,76.55,21.392
2.863,76.545,21.414
2.864,76.539,21.437
2.865,76.533,21.46
2.866,76.527,21.483
2.867,76.521,21.505
2.868,76.515,21.528
2.869,76.509,21.551
2.87,76.503,21.574
2.871,76.497,21.597
2.872,76.49,21.62
2.873,76.484,21.642
2.874,76.478,21.665
2.875,76.471,21.688
2.876,76.465,21.711
2.877,76.459,21.734
2.878,76.452,21.757
2.879,76.446,21.78
2.88,76.439,21.803
2.881,76.433,21.826
2.882,76.426,21.849
2.883,76.419,21.873
2.884,76.412,21.896
2.885,76.406,21.919
2.886,76.399,21.942
2.887,76.392,21.965
2.888,76.385,21.988
2.889,76.378,22.012
2.89,76.371,22.035
2.891,76.364,22.058
2.892,76.357,22.081
2.893,76.35,22.105
2.894,76.343,22.128
2.895,76.335,22.151
2.896,76.328,22.175
2.897,76.321,22.198
2.898,76.313,22.222
2.899,76.306,22.245
2.9,76.298,22.268
2.901,76.291,22.292
2.902,76.283,22.315
2.903,76.276,22.339
2.904,76.268,22.362
2.905,76.26,22.386
2.906,76.253,22.41
2.907,76.245,22.433
2.908,76.237,22.457
2.909,76.229,22.48
2.91,76.221,22.504
2.911,76.213,22.528
2.912,76.205,22.551
2.913,76.197,22.575
2.914,76.189,22.599
2.915,76.181,22.623
2.916,76.173,22.646
2.917,76.164,22.67
2.918,76.156,22.694
2.919,76.148,22.718
2.92,76.139,22.742
2.921,76.131,22.766
2.922,76.122,22.79
2.923,76.114,22.813
2.924,76.105,22.837
2.925,76.097,22.861
2.926,76.088,22.885
2.927,76.079,22.909
2.928,76.07,22.933
2.929,76.062,22.957
2.93,76.053,22.981
2.931,76.044,23.006
2.932,76.035,23.03
2.933,76.026,23.054
2.934,76.017,23.078
2.935,76.008,23.102
2.936,75.998,23.126
2.937,75.989,23.15
2.938,75.98,23.175
2.939,75.971,23.199
2.94,75.961,23.223
2.941,75.952,23.247
2.942,75.943,23.272
2.943,75.933,23.296
2.944,75.924,23.32
2.945,75.914,23.345
2.946,75.904,23.369
2.947,75.895,23.393
2.948,75.885,23.418
2.949,75.875,23.442
2.95,75.865,23.467
2.951,75.856,23.491
2.952,75.846,23.516
2.953,75.836,23.54
2.954,75.826,23.565
2.955,75.816,23.589
2.956,75.806,23.614
2.957,75.795,23.639
2.958,75.785,23.663
2.959,75.775,23.688
2.96,75.765,23.712
2.961,75.754,23.737
2.962,75.744,23.762
2.963,75.734,23.786
2.964,75.723,23.811
2.965,75.713,23.836
2.966,75.702,23.861
2.967,75.691,23.885
2.968,75.681,23.91
2.969,75.67,23.935
2.97,75.659,23.96
2.971,75.649,23.985
2.972,75.638,24.01
2.973,75.627,24.035
2.974,75.616,24.06
2.975,75.605,24.084
2.976,75.594,24.109
2.977,75.583,24.134
2.978,75.572,24.159
2.979,75.56,24.184
2.98,75.549,24.209
2.981,75.538,24.234
2.982,75.526,24.26
2.983,75.515,24.285
2.984,75.504,24.31
2.985,75.492,24.335
2.986,75.481,24.36
2.987,75.469,24.385
2.988,75.457,24.41
2.989,75.446,24.436
2.99,75.434,24.461
2.991,75.422,24.486
2.992,75.411,24.511
2.993,75.399,24.536
2.994,75.387,24.562
2.995,75.375,24.587
2.996,75.363,24.612
2.997,75.351,24.638
2.998,75.339,24.663
2.999,75.326,24.689
3,75.314,24.714
3.001,75.302,24.739
3.002,75.29,24.765
3.003,75.277,24.79
3.004,75.265,24.816
3.005,75.253,24.841
3.006,75.24,24.867
3.007,75.228,24.892
3.008,75.215,24.918
3.009,75.202,24.943
3.01,75.19,24.969
3.011,75.177,24.995
3.012,75.164,25.02
3.013,75.151,25.046
3.014,75.138,25.071
3.015,75.125,25.097
3.016,75.113,25.123
3.017,75.099,25.149
3.018,75.086,25.174
3.019,75.073,25.2
3.02,75.06,25.226
3.021,75.047,25.252
3.022,75.034,25.277
3.023,75.02,25.303
3.024,75.007,25.329
3.025,74.994,25.355
3.026,74.98,25.381
3.027,74.967,25.407
3.028,74.953,25.432
3.029,74.939,25.458
3.03,74.926,25.484
3.031,74.912,25.51
3.032,74.898,25.536
3.033,74.885,25.562
3.034,74.871,25.588
3.035,74.857,25.614
3.036,74.843,25.64
3.037,74.829,25.666
3.038,74.815,25.692
3.039,74.801,25.719
3.04,74.787,25.745
3.041,74.772,25.771
3.042,74.758,25.797
3.043,74.744,25.823
3.044,74.73,25.849
3.045,74.715,25.875
3.046,74.701,25.902
3.047,74.686,25.928
3.048,74.672,25.954
3.049,74.657,25.98
3.05,74.643,26.007
3.051,74.628,26.033
3.052,74.613,26.059
3.053,74.598,26.086
3.054,74.584,26.112
3.055,74.569,26.138
3.056,74.554,26.165
3.057,74.539,26.191
3.058,74.524,26.218
3.059,74.509,26.244
3.06,74.494,26.27
3.061,74.478,26.297
3.062,74.463,26.323
3.063,74.448,26.35
3.064,74.433,26.376
3.065,74.417,26.403
3.066,74.402,26.429
3.067,74.387,26.456
3.068,74.371,26.483
3.069,74.355,26.509
3.07,74.34,26.536
3.071,74.324,26.562
3.072,74.309,26.589
3.073,74.293,26.616
3.074,74.277,26.642
3.075,74.261,26.669
3.076,74.245,26.696
3.077,74.229,26.722
3.078,74.213,26.749
3.079,74.197,26.776
3.08,74.181,26.803
3.081,74.165,26.829
3.082,74.149,26.856
3.083,74.133,26.883
3.084,74.116,26.91
3.085,74.1,26.937
3.086,74.084,26.964
3.087,74.067,26.99
3.088,74.051,27.017
3.089,74.034,27.044
3.09,74.018,27.071
3.091,74.001,27.098
3.092,73.985,27.125
3.093,73.968,27.152
3.094,73.951,27.179
3.095,73.934,27.206
3.096,73.917,27.233
3.097,73.9,27.26
3.098,73.884,27.287
3.099,73.867,27.314
3.1,73.849,27.341
3.101,73.832,27.368
3.102,73.815,27.395
3.103,73.798,27.422
3.104,73.781,27.449
3.105,73.763,27.477
3.106,73.746,27.504
3.107,73.729,27.531
3.108,73.711,27.558
3.109,73.694,27.585
3.11,73.676,27.612
3.111,73.659,27.64
3.112,73.641,27.667
3.113,73.623,27.694
3.114,73.606,27.721
3.115,73.588,27.749
3.116,73.57,27.776
3.117,73.552,27.803
3.118,73.534,27.831
3.119,73.516,27.858
3.12,73.498,27.885
3.121,73.48,27.913
3.122,73.462,27.94
3.123,73.444,27.968
3.124,73.426,27.995
3.125,73.407,28.022
3.126,73.389,28.05
3.127,73.371,28.077
3.128,73.352,28.105
3.129,73.334,28.132
3.13,73.315,28.16
3.131,73.297,28.187
3.132,73.278,28.215
3.133,73.26,28.242
3.134,73.241,28.27
3.135,73.222,28.297
3.136,73.203,28.325
3.137,73.185,28.352
3.138,73.166,28.38
3.139,73.147,28.408
3.14,73.128,28.435
3.141,73.109,28.463
3.142,73.09,28.49
3.143,73.071,28.518
3.144,73.051,28.546
3.145,73.032,28.573
3.146,73.013,28.601
3.147,72.994,28.629
3.148,72.974,28.657
3.149,72.955,28.684
3.15,72.935,28.712
3.151,72.916,28.74
3.152,72.896,28.768
3.153,72.877,28.795
3.154,72.857,28.823
3.155,72.837,28.851
3.156,72.818,28.879
3.157,72.798,28.907
3.158,72.778,28.934
3.159,72.758,28.962
3.16,72.738,28.99
3.161,72.718,29.018
3.162,72.698,29.046
3.163,72.678,29.074
3.164,72.658,29.102
3.165,72.638,29.13
3.166,72.618,29.158
3.167,72.597,29.186
3.168,72.577,29.213
3.169,72.557,29.241
3.17,72.536,29.269
3.171,72.516,29.297
3.172,72.495,29.325
3.173,72.475,29.353
3.174,72.454,29.381
3.175,72.434,29.41
3.176,72.413,29.438
3.177,72.392,29.466
3.178,72.371,29.494
3.179,72.351,29.522
3.18,72.33,29.55
3.181,72.309,29.578
3.182,72.288,29.606
3.183,72.267,29.634
3.184,72.246,29.662
3.185,72.225,29.69
3.186,72.203,29.719
3.187,72.182,29.747
3.188,72.161,29.775
3.189,72.14,29.803
3.19,72.118,29.831
3.191,72.097,29.86
3.192,72.075,29.888
3.193,72.054,29.916
3.194,72.032,29.944
3.195,72.011,29.972
3.196,71.989,30.001
3.197,71.968,30.029
3.198,71.946,30.057
3.199,71.924,30.086
3.2,71.902,30.114
3.201,71.88,30.142
3.202,71.858,30.17
3.203,71.837,30.199
3.204,71.815,30.227
3.205,71.792,30.255
3.206,71.77,30.284
3.207,71.748,30.312
3.208,71.726,30.341
3.209,71.704,30.369
3.21,71.682,30.397
3.211,71.659,30.426
3.212,71.637,30.454
3.213,71.614,30.483
3.214,71.592,30.511
3.215,71.569,30.539
3.216,71.547,30.568
3.217,71.524,30.596
3.218,71.502,30.625
3.219,71.479,30.653
3.22,71.456,30.682
3.221,71.433,30.71
3.222,71.411,30.739
3.223,71.388,30.767
3.224,71.365,30.796
3.225,71.342,30.824
3.226,71.319,30.853
3.227,71.296,30.881
3.228,71.273,30.91
3.229,71.25,30.938
3.23,71.226,30.967
3.231,71.203,30.995
3.232,71.18,31.024
3.233,71.157,31.053
3.234,71.133,31.081
3.235,71.11,31.11
3.236,71.086,31.138
3.237,71.063,31.167
3.238,71.039,31.196
3.239,71.016,31.224
3.24,70.992,31.253
3.241,70.968,31.282
3.242,70.945,31.31
3.243,70.921,31.339
3.244,70.897,31.367
3.245,70.873,31.396
3.246,70.849,31.425
3.247,70.825,31.454
3.248,70.801,31.482
3.249,70.777,31.511
3.25,70.753,31.54
3.251,70.729,31.568
3.252,70.705,31.597
3.253,70.68,31.626
3.254,70.656,31.654
3.255,70.632,31.683
3.256,70.607,31.712
3.257,70.583,31.741
3.258,70.559,31.769
3.259,70.534,31.798
3.26,70.51,31.827
3.261,70.485,31.856
3.262,70.46,31.885
3.263,70.436,31.913
3.264,70.411,31.942
3.265,70.386,31.971
3.266,70.361,32
3.267,70.337,32.028
3.268,70.312,32.057
3.269,70.287,32.086
3.27,70.262,32.115
3.271,70.237,32.144
3.272,70.212,32.173
3.273,70.187,32.201
3.274,70.161,32.23
3.275,70.136,32.259
3.276,70.111,32.288
3.277,70.086,32.317
3.278,70.06,32.346
3.279,70.035,32.375
3.28,70.01,32.403
3.281,69.984,32.432
3.282,69.959,32.461
3.283,69.933,32.49
3.284,69.907,32.519
3.285,69.882,32.548
3.286,69.856,32.577
3.287,69.83,32.606
3.288,69.805,32.635
3.289,69.779,32.663
3.29,69.753,32.692
3.291,69.727,32.721
3.292,69.701,32.75
3.293,69.675,32.779
3.294,69.649,32.808
3.295,69.623,32.837
3.296,69.597,32.866
3.297,69.571,32.895
3.298,69.545,32.924
3.299,69.518,32.953
3.3,69.492,32.982
3.301,69.466,33.011
3.302,69.439,33.04
3.303,69.413,33.069
3.304,69.387,33.097
3.305,69.36,33.126
3.306,69.334,33.155
3.307,69.307,33.184
3.308,69.28,33.213
3.309,69.254,33.242
3.31,69.227,33.271
3.311,69.2,33.3
3.312,69.174,33.329
3.313,69.147,33.358
3.314,69.12,33.387
3.315,69.093,33.416
3.316,69.066,33.445
3.317,69.039,33.474
3.318,69.012,33.503
3.319,68.985,33.532
3.32,68.958,33.561
3.321,68.931,33.59
3.322,68.903,33.619
3.323,68.876,33.648
3.324,68.849,33.677
3.325,68.822,33.706
3.326,68.794,33.735
3.327,68.767,33.764
3.328,68.739,33.793
3.329,68.712,33.822
3.33,68.684,33.851
3.331,68.657,33.88
3.332,68.629,33.909
3.333,68.602,33.938
3.334,68.574,33.967
3.335,68.546,33.996
3.336,68.518,34.025
3.337,68.491,34.054
3.338,68.463,34.083
3.339,68.435,34.112
3.34,68.407,34.141
3.341,68.379,34.17
3.342,68.351,34.199
3.343,68.323,34.228
3.344,68.295,34.257
3.345,68.267,34.286
3.346,68.239,34.315
3.347,68.21,34.344
3.348,68.182,34.373
3.349,68.154,34.402
3.35,68.125,34.431
3.351,68.097,34.46
3.352,68.069,34.489
3.353,68.04,34.518
3.354,68.012,34.547
3.355,67.983,34.576
3.356,67.955,34.605
3.357,67.926,34.634
3.358,67.897,34.663
3.359,67.869,34.692
3.36,67.84,34.721
3.361,67.811,34.75
3.362,67.782,34.779
3.363,67.754,34.808
3.364,67.725,34.837
3.365,67.696,34.866
3.366,67.667,34.895
3.367,67.638,34.924
3.368,67.609,34.953
3.369,67.58,34.982
3.37,67.551,35.011
3.371,67.522,35.04
3.372,67.492,35.069
3.373,67.463,35.098
3.374,67.434,35.127
3.375,67.405,35.156
3.376,67.375,35.185
3.377,67.346,35.214
3.378,67.316,35.243
3.379,67.287,35.272
3.38,67.258,35.301
3.381,67.228,35.33
3.382,67.198,35.359
3.383,67.169,35.388
3.384,67.139,35.417
3.385,67.11,35.446
3.386,67.08,35.475
3.387,67.05,35.504
3.388,67.02,35.532
3.389,66.99,35.561
3.39,66.961,35.59
3.391,66.931,35.619
3.392,66.901,35.648
3.393,66.871,35.677
3.394,66.841,35.706
3.395,66.811,35.735
3.396,66.781,35.764
3.397,66.751,35.793
3.398,66.72,35.822
3.399,66.69,35.85
3.4,66.66,35.879
3.401,66.63,35.908
3.402,66.599,35.937
3.403,66.569,35.966
3.404,66.539,35.995
3.405,66.508,36.024
3.406,66.478,36.052
3.407,66.447,36.081
3.408,66.417,36.11
3.409,66.386,36.139
3.41,66.356,36.168
3.411,66.325,36.197
3.412,66.295,36.225
3.413,66.264,36.254
3.414,66.233,36.283
3.415,66.202,36.312
3.416,66.172,36.341
3.417,66.141,36.369
3.418,66.11,36.398
3.419,66.079,36.427
3.42,66.048,36.456
3.421,66.017,36.484
3.422,65.986,36.513
3.423,65.955,36.542
3.424,65.924,36.571
3.425,65.893,36.599
3.426,65.862,36.628
3.427,65.831,36.657
3.428,65.799,36.685
3.429,65.768,36.714
3.43,65.737,36.743
3.431,65.705,36.771
3.432,65.674,36.8
3.433,65.643,36.829
3.434,65.611,36.857
3.435,65.58,36.886
3.436,65.548,36.915
3.437,65.517,36.943
3.438,65.485,36.972
3.439,65.454,37.001
3.44,65.422,37.029
3.441,65.39,37.058
3.442,65.359,37.086
3.443,65.327,37.115
3.444,65.295,37.144
3.445,65.264,37.172
3.446,65.232,37.201
3.447,65.2,37.229
3.448,65.168,37.258
3.449,65.136,37.286
3.45,65.104,37.315
3.451,65.072,37.343
3.452,65.04,37.372
3.453,65.008,37.4
3.454,64.976,37.429
3.455,64.944,37.457
3.456,64.912,37.486
3.457,64.88,37.514
3.458,64.848,37.543
3.459,64.815,37.571
3.46,64.783,37.6
3.461,64.751,37.628
3.462,64.718,37.656
3.463,64.686,37.685
3.464,64.654,37.713
3.465,64.621,37.741
3.466,64.589,37.77
3.467,64.556,37.798
3.468,64.524,37.826
3.469,64.491,37.855
3.47,64.459,37.883
3.471,64.426,37.911
3.472,64.393,37.94
3.473,64.361,37.968
3.474,64.328,37.996
3.475,64.295,38.025
3.476,64.263,38.053
3.477,64.23,38.081
3.478,64.197,38.109
3.479,64.164,38.137
3.48,64.131,38.166
3.481,64.098,38.194
3.482,64.065,38.222
3.483,64.033,38.25
3.484,64,38.278
3.485,63.967,38.306
3.486,63.933,38.335
3.487,63.9,38.363
3.488,63.867,38.391
3.489,63.834,38.419
3.49,63.801,38.447
3.491,63.768,38.475
3.492,63.735,38.503
3.493,63.701,38.531
3.494,63.668,38.559
3.495,63.635,38.587
3.496,63.601,38.615
3.497,63.568,38.643
3.498,63.535,38.671
3.499,63.501,38.699
3.5,63.468,38.727
3.501,63.434,38.755
3.502,63.401,38.783
3.503,63.367,38.81
3.504,63.334,38.838
3.505,63.3,38.866
3.506,63.266,38.894
3.507,63.233,38.922
3.508,63.199,38.95
3.509,63.165,38.978
3.51,63.132,39.005
3.511,63.098,39.033
3.512,63.064,39.061
3.513,63.03,39.089
3.514,62.997,39.116
3.515,62.963,39.144
3.516,62.929,39.172
3.517,62.895,39.199
3.518,62.861,39.227
3.519,62.827,39.255
3.52,62.793,39.282
3.521,62.759,39.31
3.522,62.725,39.337
3.523,62.691,39.365
3.524,62.657,39.393
3.525,62.623,39.42
3.526,62.589,39.448
3.527,62.554,39.475
3.528,62.52,39.503
3.529,62.486,39.53
3.53,62.452,39.558
3.531,62.417,39.585
3.532,62.383,39.612
3.533,62.349,39.64
3.534,62.315,39.667
3.535,62.28,39.695
3.536,62.246,39.722
3.537,62.211,39.749
3.538,62.177,39.777
3.539,62.142,39.804
3.54,62.108,39.831
3.541,62.073,39.858
3.542,62.039,39.886
3.543,62.004,39.913
3.544,61.97,39.94
3.545,61.935,39.967
3.546,61.9,39.994
3.547,61.866,40.022
3.548,61.831,40.049
3.549,61.796,40.076
3.55,61.762,40.103
3.551,61.727,40.13
3.552,61.692,40.157
3.553,61.657,40.184
3.554,61.622,40.211
3.555,61.587,40.238
3.556,61.552,40.265
3.557,61.518,40.292
3.558,61.483,40.319
3.559,61.448,40.346
3.56,61.413,40.373
3.561,61.378,40.4
3.562,61.343,40.427
3.563,61.308,40.454
3.564,61.272,40.48
3.565,61.237,40.507
